Patch_name,Percentage_of_tissue,Mean,Std
patch_0056015.png,66.33,0.855,0.109
patch_0064702.png,27.96,0.878,0.087
patch_0037965.png,16.34,0.891,0.05
patch_0037517.png,38.86,0.874,0.082
patch_0032249.png,23.62,0.889,0.057
patch_0025710.png,88.11,0.854,0.094
patch_0048275.png,41.08,0.87,0.085
patch_0012759.png,55.05,0.874,0.074
patch_0017007.png,49.17,0.869,0.082
patch_0044212.png,82.67,0.807,0.165
patch_0029777.png,66.47,0.864,0.093
patch_0033409.png,85.7,0.854,0.093
patch_0004832.png,71.53,0.821,0.162
patch_0004440.png,74.96,0.857,0.101
patch_0036357.png,96.69,0.85,0.102
patch_0028690.png,43.1,0.88,0.06
patch_0008427.png,54.93,0.867,0.09
patch_0008855.png,74.74,0.855,0.103
patch_0065142.png,49.13,0.865,0.105
patch_0057655.png,39.85,0.879,0.065
patch_0049392.png,88.94,0.851,0.102
patch_0028137.png,97.91,0.866,0.065
patch_0045820.png,54.37,0.878,0.06
patch_0036882.png,83.85,0.862,0.081
patch_0045452.png,73.34,0.837,0.117
patch_0016647.png,65.26,0.862,0.094
patch_0013119.png,48.48,0.877,0.068
patch_0049435.png,53.22,0.878,0.052
patch_0049847.png,40.22,0.874,0.078
patch_0024150.png,98.93,0.843,0.116
patch_0019092.png,90.68,0.853,0.092
patch_0007555.png,97.7,0.864,0.066
patch_0007927.png,56.66,0.858,0.105
patch_0035242.png,90.14,0.848,0.104
patch_0058727.png,33.98,0.887,0.061
patch_0063709.png,61.57,0.878,0.055
patch_0019735.png,14.04,0.898,0.105
patch_0043219.png,98.96,0.863,0.078
patch_0058080.png,84.66,0.852,0.098
patch_0046547.png,70.31,0.873,0.06
patch_0035997.png,74.06,0.874,0.068
patch_0046935.png,72.77,0.874,0.054
patch_0027045.png,72.87,0.873,0.054
patch_0038465.png,59.19,0.881,0.05
patch_0055100.png,44.34,0.866,0.09
patch_0059167.png,42.19,0.88,0.062
patch_0003839.png,63.54,0.876,0.061
patch_0034402.png,97.9,0.874,0.055
patch_0034870.png,62.15,0.851,0.108
patch_0006315.png,53.85,0.878,0.058
patch_0018175.png,45.2,0.877,0.063
patch_0031889.png,52.16,0.882,0.052
patch_0045794.png,69.03,0.873,0.07
patch_0004021.png,37.81,0.883,0.053
patch_0033068.png,27.88,0.875,0.081
patch_0057234.png,82.95,0.864,0.082
patch_0024296.png,47.84,0.859,0.115
patch_0065523.png,44.09,0.884,0.07
patch_0065951.png,53.47,0.853,0.105
patch_0016581.png,99.54,0.837,0.119
patch_0008046.png,56.56,0.875,0.071
patch_0052918.png,40.79,0.878,0.068
patch_0045033.png,95.61,0.783,0.185
patch_0028924.png,83.23,0.857,0.086
patch_0004786.png,89.87,0.862,0.079
patch_0024531.png,68.11,0.874,0.053
patch_0057593.png,91.97,0.846,0.11
patch_0024943.png,91.26,0.85,0.111
patch_0013578.png,68.07,0.822,0.159
patch_0016226.png,79.93,0.866,0.078
patch_0065284.png,23.69,0.886,0.064
patch_0020388.png,71.38,0.87,0.061
patch_0056474.png,79.47,0.86,0.083
patch_0056806.png,90.01,0.86,0.071
patch_0032628.png,50.85,0.877,0.066
patch_0017466.png,24.38,0.881,0.084
patch_0017814.png,36.86,0.88,0.07
patch_0048614.png,69.35,0.864,0.089
patch_0025371.png,71.27,0.864,0.08
patch_0000698.png,23.72,0.883,0.079
patch_0029316.png,80.93,0.86,0.083
patch_0055913.png,97.39,0.81,0.142
patch_0055561.png,69.71,0.877,0.052
patch_0038004.png,70.74,0.86,0.105
patch_0062528.png,80.09,0.865,0.081
patch_0006774.png,59.88,0.852,0.107
patch_0059506.png,53.24,0.879,0.055
patch_0014573.png,89.83,0.872,0.061
patch_0050598.png,58.14,0.873,0.065
patch_0026264.png,68.85,0.875,0.055
patch_0042038.png,89.62,0.871,0.058
patch_0018966.png,14.27,0.891,0.058
patch_0047766.png,98.88,0.864,0.068
patch_0058346.png,31.17,0.885,0.058
patch_0035623.png,59.88,0.867,0.085
patch_0046681.png,36.75,0.875,0.077
patch_0019881.png,96.12,0.785,0.17
patch_0063368.png,26.12,0.885,0.058
patch_0039644.png,66.78,0.875,0.058
patch_0054321.png,100.0,0.841,0.099
patch_0015494.png,91.96,0.839,0.106
patch_0035184.png,66.02,0.877,0.059
patch_0058893.png,34.35,0.882,0.057
patch_0019354.png,31.48,0.876,0.09
patch_0043678.png,99.83,0.205,0.235
patch_0007693.png,17.3,0.891,0.057
patch_0027856.png,28.89,0.882,0.075
patch_0027424.png,59.9,0.877,0.055
patch_0015333.png,57.5,0.876,0.067
patch_0027352.png,100.0,0.261,0.237
patch_0039695.png,100.0,0.825,0.114
patch_0015837.png,95.79,0.861,0.077
patch_0015445.png,92.3,0.857,0.086
patch_0019422.png,51.01,0.88,0.06
patch_0019850.png,77.54,0.866,0.08
patch_0039132.png,84.54,0.843,0.115
patch_0027887.png,100.0,0.172,0.208
patch_0054457.png,65.79,0.881,0.05
patch_0066340.png,14.14,0.886,0.052
patch_0051309.png,99.91,0.829,0.105
patch_0058842.png,79.12,0.843,0.127
patch_0035155.png,71.11,0.876,0.065
patch_0007642.png,18.67,0.888,0.057
patch_0019385.png,86.13,0.847,0.109
patch_0018262.png,61.62,0.865,0.089
patch_0011929.png,60.42,0.865,0.082
patch_0026960.png,100.0,0.159,0.2
patch_0026512.png,79.8,0.87,0.071
patch_0006002.png,52.05,0.862,0.098
patch_0034715.png,25.51,0.887,0.065
patch_0059270.png,25.14,0.885,0.06
patch_0050549.png,72.22,0.875,0.056
patch_0055217.png,86.61,0.86,0.078
patch_0038772.png,67.29,0.873,0.06
patch_0029812.png,55.31,0.881,0.054
patch_0017310.png,64.17,0.87,0.073
patch_0020359.png,91.04,0.855,0.09
patch_0048162.png,87.37,0.865,0.076
patch_0025407.png,81.78,0.875,0.054
patch_0025875.png,84.31,0.852,0.091
patch_0005117.png,55.56,0.877,0.052
patch_0037600.png,72.61,0.865,0.08
patch_0009170.png,72.56,0.875,0.054
patch_0064415.png,50.81,0.877,0.063
patch_0056302.png,40.61,0.879,0.057
patch_0049722.png,66.2,0.862,0.1
patch_0021519.png,69.92,0.874,0.053
patch_0008097.png,67.34,0.862,0.095
patch_0065980.png,40.18,0.867,0.095
patch_0045745.png,78.8,0.869,0.064
patch_0028220.png,90.26,0.832,0.113
patch_0049085.png,97.08,0.746,0.236
patch_0057542.png,97.77,0.844,0.097
patch_0024992.png,90.52,0.843,0.12
patch_0057930.png,48.88,0.871,0.08
patch_0065255.png,23.5,0.883,0.078
patch_0008730.png,38.37,0.881,0.066
patch_0036040.png,89.16,0.864,0.08
patch_0004757.png,38.41,0.872,0.076
patch_0047471.png,70.99,0.855,0.1
patch_0047803.png,85.1,0.858,0.086
patch_0018603.png,25.27,0.882,0.077
patch_0026173.png,99.52,0.822,0.143
patch_0014664.png,77.12,0.872,0.067
patch_0059611.png,31.3,0.869,0.107
patch_0034374.png,83.95,0.838,0.127
patch_0006463.png,73.66,0.873,0.064
patch_0006811.png,49.28,0.883,0.054
patch_0042488.png,98.06,0.829,0.111
patch_0038313.png,94.09,0.858,0.08
patch_0055676.png,86.63,0.842,0.116
patch_0050128.png,90.99,0.852,0.111
patch_0054791.png,17.2,0.89,0.052
patch_0027733.png,93.13,0.855,0.084
patch_0019043.png,86.14,0.814,0.15
patch_0046231.png,96.76,0.853,0.088
patch_0051768.png,39.65,0.882,0.052
patch_0015783.png,97.22,0.857,0.086
patch_0027094.png,25.5,0.887,0.052
patch_0039921.png,58.0,0.868,0.082
patch_0007223.png,65.13,0.867,0.082
patch_0046596.png,72.65,0.874,0.057
patch_0035946.png,71.19,0.877,0.058
patch_0058051.png,50.31,0.877,0.063
patch_0016131.png,89.89,0.86,0.084
patch_0065193.png,36.25,0.881,0.061
patch_0008884.png,64.17,0.838,0.138
patch_0021178.png,57.79,0.876,0.056
patch_0049343.png,94.89,0.849,0.093
patch_0024626.png,54.05,0.88,0.052
patch_0057684.png,64.34,0.86,0.105
patch_0040808.png,90.79,0.849,0.109
patch_0036386.png,94.5,0.86,0.084
patch_0045324.png,99.12,0.846,0.098
patch_0008351.png,21.02,0.887,0.077
patch_0065634.png,47.2,0.881,0.054
patch_0057123.png,88.35,0.871,0.062
patch_0024181.png,61.2,0.859,0.104
patch_0049896.png,49.14,0.876,0.067
patch_0036853.png,75.34,0.858,0.095
patch_0036421.png,99.66,0.834,0.109
patch_0044564.png,66.08,0.865,0.088
patch_0029001.png,97.39,0.851,0.089
patch_0032298.png,48.97,0.85,0.118
patch_0048503.png,45.38,0.877,0.06
patch_0048971.png,66.76,0.873,0.062
patch_0020738.png,98.78,0.852,0.085
patch_0017771.png,68.62,0.872,0.062
patch_0005576.png,70.48,0.845,0.109
patch_0012788.png,77.19,0.862,0.093
patch_0056763.png,97.29,0.86,0.074
patch_0009511.png,84.18,0.87,0.063
patch_0009963.png,16.49,0.886,0.067
patch_0029538.png,73.48,0.872,0.067
patch_0012516.png,57.58,0.872,0.067
patch_0012964.png,99.93,0.839,0.094
patch_0017248.png,80.98,0.87,0.07
patch_0020201.png,97.88,0.865,0.07
patch_0037758.png,99.65,0.773,0.135
patch_0032006.png,74.65,0.837,0.125
