Patch_name,Percentage_of_tissue,Mean,Std
patch_0000762.png,25.36,0.887,0.095
patch_0012917.png,69.65,0.812,0.159
patch_0012565.png,97.42,0.74,0.2
patch_0001122.png,97.36,0.792,0.162
patch_0001685.png,31.98,0.868,0.112
patch_0016809.png,32.13,0.874,0.105
patch_0013325.png,93.61,0.44,0.297
patch_0007769.png,86.83,0.729,0.218
patch_0002037.png,99.06,0.758,0.168
patch_0010597.png,43.07,0.839,0.162
patch_0002790.png,95.74,0.575,0.291
patch_0010230.png,96.47,0.577,0.267
patch_0014489.png,33.1,0.892,0.055
patch_0003677.png,98.05,0.695,0.212
patch_0006129.png,91.38,0.572,0.264
patch_0011470.png,68.42,0.832,0.157
patch_0011802.png,27.87,0.877,0.118
patch_0001543.png,85.58,0.753,0.193
patch_0001931.png,62.45,0.779,0.198
patch_0013744.png,71.04,0.838,0.153
patch_0009848.png,92.24,0.616,0.276
patch_0000303.png,55.49,0.834,0.16
patch_0012104.png,67.89,0.79,0.169
patch_0006548.png,99.44,0.354,0.286
patch_0003216.png,97.62,0.734,0.204
patch_0011011.png,87.76,0.671,0.274
patch_0002824.png,97.48,0.844,0.108
patch_0002456.png,97.44,0.686,0.234
patch_0007308.png,72.15,0.755,0.231
patch_0010651.png,93.34,0.638,0.236
patch_0010127.png,37.97,0.858,0.133
patch_0015679.png,38.41,0.867,0.128
patch_0002487.png,80.0,0.682,0.255
patch_0010680.png,99.79,0.342,0.276
patch_0002320.png,95.17,0.652,0.294
patch_0006599.png,59.82,0.83,0.162
patch_0014039.png,75.68,0.756,0.187
patch_0011767.png,48.33,0.853,0.137
patch_0003912.png,98.19,0.716,0.219
patch_0003560.png,72.57,0.647,0.297
patch_0009899.png,81.3,0.773,0.212
patch_0012672.png,83.09,0.829,0.127
patch_0000475.png,41.96,0.877,0.103
patch_0000807.png,94.37,0.752,0.182
patch_0013032.png,96.37,0.75,0.17
patch_0001592.png,87.97,0.818,0.153
patch_0013795.png,69.23,0.788,0.199
patch_0001235.png,92.57,0.692,0.233
patch_0004919.png,95.38,0.64,0.244
patch_0011306.png,92.47,0.574,0.282
patch_0014458.png,26.79,0.888,0.104
patch_0003101.png,78.79,0.646,0.287
patch_0015218.png,77.35,0.674,0.277
patch_0010546.png,96.99,0.546,0.266
patch_0010934.png,99.1,0.58,0.245
patch_0002741.png,95.37,0.726,0.221
patch_0013821.png,95.06,0.713,0.227
patch_0013453.png,79.88,0.812,0.161
patch_0001654.png,96.73,0.504,0.274
patch_0012213.png,89.45,0.632,0.25
patch_0000014.png,39.69,0.886,0.105
patch_0017074.png,35.16,0.844,0.156
patch_0005273.png,97.94,0.555,0.249
patch_0009214.png,69.49,0.803,0.186
patch_0016634.png,64.04,0.852,0.126
patch_0004394.png,30.43,0.892,0.081
patch_0016193.png,80.57,0.788,0.185
patch_0008826.png,91.38,0.867,0.072
patch_0008454.png,68.69,0.702,0.285
patch_0004433.png,97.43,0.629,0.256
patch_0004841.png,99.88,0.576,0.281
patch_0015721.png,47.29,0.837,0.173
patch_0007281.png,53.72,0.728,0.286
patch_0015086.png,99.19,0.45,0.263
patch_0007954.png,93.06,0.613,0.307
patch_0007526.png,94.51,0.519,0.298
patch_0002278.png,97.28,0.678,0.229
patch_0014161.png,97.98,0.645,0.24
patch_0003438.png,48.22,0.867,0.116
patch_0006366.png,93.47,0.695,0.229
patch_0011198.png,95.31,0.778,0.178
patch_0013979.png,13.33,0.894,0.095
patch_0016255.png,77.58,0.729,0.227
patch_0008792.png,50.0,0.844,0.143
patch_0008035.png,78.24,0.667,0.281
patch_0016980.png,72.28,0.826,0.163
patch_0004052.png,96.73,0.389,0.287
patch_0017867.png,32.01,0.89,0.099
patch_0017415.png,97.95,0.64,0.245
patch_0005612.png,55.6,0.835,0.142
patch_0009675.png,87.11,0.574,0.304
patch_0014500.png,73.38,0.84,0.125
patch_0014972.png,76.08,0.791,0.178
patch_0006707.png,99.18,0.76,0.198
patch_0003059.png,31.08,0.859,0.152
patch_0015340.png,43.26,0.877,0.101
patch_0015895.png,48.07,0.879,0.077
patch_0002619.png,99.61,0.506,0.259
patch_0007147.png,97.16,0.606,0.258
patch_0007631.png,96.33,0.758,0.205
patch_0015391.png,83.22,0.709,0.251
patch_0007196.png,95.13,0.81,0.155
patch_0010368.png,19.78,0.893,0.073
patch_0015436.png,61.99,0.856,0.122
patch_0015844.png,51.34,0.805,0.22
patch_0006071.png,72.68,0.684,0.267
patch_0014276.png,41.3,0.8,0.216
patch_0011528.png,75.31,0.75,0.207
patch_0003088.png,94.6,0.443,0.299
patch_0009103.png,98.85,0.586,0.243
patch_0005164.png,84.38,0.743,0.225
patch_0017363.png,89.44,0.71,0.217
patch_0004724.png,95.19,0.745,0.203
patch_0008743.png,85.19,0.733,0.208
patch_0016284.png,54.36,0.827,0.172
patch_0004083.png,98.41,0.768,0.177
patch_0016951.png,44.2,0.852,0.122
patch_0016523.png,29.88,0.872,0.128
patch_0006862.png,57.26,0.873,0.07
patch_0006410.png,47.79,0.838,0.155
patch_0011149.png,62.45,0.714,0.258
patch_0014617.png,100.0,0.546,0.273
patch_0007250.png,75.81,0.719,0.233
patch_0007985.png,88.28,0.551,0.298
patch_0015057.png,69.35,0.736,0.246
patch_0010709.png,80.94,0.74,0.217
patch_0004345.png,62.73,0.704,0.298
patch_0001869.png,85.58,0.726,0.223
patch_0008322.png,94.94,0.671,0.226
patch_0004890.png,88.98,0.77,0.181
patch_0008485.png,85.75,0.792,0.17
patch_0016142.png,48.33,0.879,0.085
patch_0009910.png,99.34,0.612,0.239
patch_0009562.png,90.89,0.879,0.072
patch_0005505.png,94.04,0.776,0.18
patch_0005977.png,92.31,0.611,0.26
