Patch_name,Percentage_of_tissue,Mean,Std
patch_0003329.png,73.53,0.835,0.146
patch_0002569.png,99.77,0.739,0.176
patch_0004322.png,100.0,0.839,0.108
patch_0004743.png,15.84,0.837,0.241
patch_0004035.png,92.64,0.865,0.075
patch_0003799.png,99.53,0.736,0.164
patch_0000938.png,99.51,0.546,0.241
patch_0004454.png,30.55,0.901,0.058
patch_0003166.png,100.0,0.297,0.243
patch_0002081.png,76.39,0.874,0.067
patch_0001633.png,14.98,0.893,0.077
patch_0001194.png,99.02,0.82,0.114
patch_0000073.png,99.86,0.277,0.258
patch_0003507.png,75.43,0.849,0.112
patch_0003975.png,99.65,0.751,0.176
patch_0000412.png,61.22,0.788,0.198
patch_0001252.png,20.24,0.883,0.086
patch_0001283.png,100.0,0.714,0.195
patch_0000364.png,100.0,0.288,0.245
patch_0002396.png,99.88,0.619,0.206
patch_0002431.png,60.81,0.88,0.071
patch_0002843.png,99.88,0.798,0.128
patch_0000705.png,99.96,0.788,0.148
patch_0001145.png,100.0,0.453,0.238
patch_0002050.png,100.0,0.695,0.199
patch_0003610.png,99.61,0.845,0.106
patch_0001400.png,100.0,0.496,0.278
patch_0001872.png,100.0,0.488,0.241
patch_0000240.png,98.59,0.684,0.246
patch_0003355.png,100.0,0.634,0.208
patch_0003880.png,16.28,0.897,0.063
patch_0002967.png,100.0,0.662,0.206
patch_0002515.png,52.86,0.837,0.144
patch_0000621.png,96.41,0.613,0.256
patch_0000186.png,99.75,0.832,0.12
patch_0001061.png,98.57,0.446,0.255
patch_0002174.png,99.21,0.75,0.182
patch_0003042.png,48.05,0.876,0.076
patch_0002602.png,99.82,0.741,0.178
patch_0001717.png,39.87,0.884,0.085
patch_0002263.png,100.0,0.504,0.248
patch_0003851.png,99.42,0.814,0.14
patch_0000291.png,99.37,0.509,0.264
patch_0000944.png,99.63,0.654,0.217
patch_0004428.png,99.39,0.749,0.165
patch_0001376.png,99.76,0.853,0.074
patch_0004111.png,96.88,0.766,0.175
patch_0001589.png,100.0,0.496,0.261
patch_0001558.png,100.0,0.302,0.255
patch_0000318.png,100.0,0.174,0.189
patch_0000779.png,98.54,0.68,0.203
patch_0004667.png,99.56,0.636,0.234
patch_0001139.png,99.87,0.369,0.251
patch_0000992.png,22.85,0.888,0.075
patch_0000247.png,100.0,0.546,0.249
