Patch_name,Percentage_of_tissue,Mean,Std
patch_0003162.png,19.49,0.814,0.235
patch_0001983.png,13.86,0.859,0.16
patch_0003971.png,88.48,0.605,0.254
patch_0003503.png,66.85,0.62,0.244
patch_0003614.png,26.43,0.757,0.276
patch_0004481.png,19.05,0.827,0.158
patch_0004326.png,18.11,0.829,0.194
patch_0003829.png,100.0,0.42,0.248
patch_0004115.png,18.33,0.863,0.132
patch_0003351.png,15.72,0.836,0.199
patch_0003884.png,98.34,0.462,0.278
patch_0003097.png,100.0,0.255,0.163
patch_0003380.png,97.97,0.317,0.204
patch_0003855.png,99.75,0.701,0.202
patch_0003119.png,70.7,0.501,0.294
patch_0004112.png,48.26,0.738,0.263
patch_0003578.png,26.84,0.845,0.107
patch_0002788.png,31.1,0.699,0.262
patch_0003883.png,100.0,0.558,0.276
patch_0003356.png,29.86,0.747,0.266
patch_0003090.png,21.27,0.791,0.242
patch_0003737.png,10.01,0.884,0.121
patch_0000292.png,21.02,0.807,0.229
patch_0003852.png,19.84,0.849,0.206
patch_0003420.png,19.62,0.806,0.247
patch_0003165.png,18.1,0.866,0.116
patch_0003504.png,42.98,0.727,0.239
patch_0003976.png,16.61,0.854,0.091
patch_0003613.png,67.27,0.531,0.313
patch_0004321.png,29.99,0.762,0.226
patch_0003117.png,100.0,0.311,0.207
patch_0002336.png,43.82,0.755,0.162
patch_0003576.png,92.89,0.387,0.236
patch_0003904.png,46.01,0.749,0.272
patch_0003200.png,31.95,0.803,0.2
patch_0002021.png,10.2,0.869,0.073
patch_0003661.png,84.18,0.315,0.299
patch_0005961.png,25.49,0.844,0.106
patch_0003358.png,69.63,0.557,0.263
patch_0004095.png,31.19,0.778,0.232
patch_0003739.png,15.79,0.868,0.141
patch_0003389.png,30.29,0.77,0.226
patch_0004382.png,13.62,0.848,0.184
patch_0004160.png,22.54,0.835,0.125
patch_0005087.png,12.53,0.797,0.115
patch_0003978.png,10.7,0.872,0.188
patch_0006254.png,15.28,0.842,0.103
patch_0004038.png,19.75,0.857,0.114
patch_0003794.png,13.31,0.878,0.125
patch_0003033.png,10.11,0.883,0.151
patch_0004459.png,18.14,0.819,0.139
patch_0003820.png,99.4,0.2,0.173
patch_0003452.png,14.31,0.843,0.216
patch_0004167.png,18.88,0.831,0.132
patch_0006253.png,28.92,0.797,0.142
patch_0004270.png,14.9,0.87,0.116
patch_0006144.png,19.47,0.784,0.099
patch_0003484.png,16.74,0.824,0.231
patch_0003323.png,26.39,0.794,0.242
patch_0004328.png,29.38,0.769,0.233
patch_0003742.png,38.18,0.72,0.273
patch_0003827.png,100.0,0.466,0.26
patch_0003110.png,85.16,0.373,0.26
patch_0003903.png,22.83,0.831,0.221
patch_0003571.png,20.82,0.842,0.17
patch_0003666.png,65.11,0.465,0.355
patch_0004092.png,14.8,0.857,0.174
patch_0003099.png,35.48,0.845,0.126
patch_0004043.png,29.81,0.776,0.214
patch_0003429.png,13.74,0.873,0.157
patch_0006377.png,10.33,0.85,0.1
patch_0004385.png,10.6,0.877,0.14
patch_0004245.png,24.57,0.86,0.095
patch_0004294.png,13.14,0.867,0.158
patch_0003159.png,13.55,0.876,0.091
patch_0004152.png,14.4,0.853,0.087
patch_0001492.png,11.43,0.86,0.154
patch_0003812.png,11.53,0.88,0.159
patch_0003001.png,66.49,0.648,0.266
patch_0003777.png,34.95,0.752,0.25
patch_0003316.png,11.98,0.878,0.141
patch_0003653.png,36.61,0.731,0.273
patch_0002800.png,13.2,0.848,0.165
patch_0003595.png,40.44,0.755,0.193
patch_0003232.png,18.37,0.828,0.203
patch_0004239.png,13.18,0.847,0.201
patch_0003544.png,36.87,0.755,0.232
patch_0002304.png,20.85,0.84,0.15
patch_0003125.png,56.03,0.577,0.351
patch_0002989.png,21.41,0.793,0.256
patch_0004417.png,38.02,0.705,0.264
patch_0004865.png,12.02,0.792,0.131
patch_0004361.png,13.34,0.844,0.192
patch_0003235.png,47.15,0.768,0.185
patch_0003543.png,13.51,0.861,0.184
patch_0003931.png,36.42,0.683,0.277
patch_0004129.png,12.04,0.884,0.147
patch_0003869.png,100.0,0.714,0.19
patch_0004862.png,25.96,0.83,0.102
patch_0004410.png,30.37,0.785,0.194
patch_0004071.png,18.74,0.845,0.129
patch_0004366.png,80.92,0.553,0.209
patch_0005526.png,16.41,0.798,0.082
patch_0004184.png,17.22,0.868,0.117
patch_0003628.png,19.51,0.891,0.085
patch_0004242.png,12.52,0.883,0.119
patch_0004293.png,45.68,0.638,0.302
patch_0002227.png,44.58,0.749,0.16
patch_0003815.png,58.32,0.571,0.342
patch_0003311.png,11.22,0.885,0.123
patch_0004127.png,17.28,0.837,0.184
patch_0003867.png,77.82,0.632,0.292
patch_0003074.png,68.67,0.492,0.301
patch_0002951.png,96.57,0.274,0.202
patch_0002523.png,11.56,0.836,0.129
patch_0003363.png,17.64,0.833,0.188
patch_0005528.png,21.46,0.787,0.084
patch_0004368.png,14.23,0.86,0.165
patch_0003626.png,58.89,0.599,0.308
patch_0002875.png,99.68,0.324,0.188
patch_0003992.png,24.82,0.838,0.198
patch_0004948.png,19.62,0.827,0.188
patch_0003943.png,63.55,0.612,0.244
patch_0003296.png,20.43,0.859,0.131
patch_0003150.png,22.51,0.794,0.235
patch_0004003.png,30.77,0.83,0.189
patch_0002699.png,69.19,0.469,0.284
patch_0005554.png,38.35,0.736,0.253
patch_0004314.png,12.53,0.877,0.134
patch_0003621.png,42.78,0.683,0.296
patch_0003995.png,22.96,0.823,0.223
patch_0003536.png,42.93,0.733,0.235
patch_0003157.png,11.01,0.874,0.153
patch_0005225.png,14.23,0.796,0.087
patch_0004465.png,19.52,0.809,0.242
patch_0004004.png,45.16,0.711,0.296
patch_0003779.png,13.42,0.858,0.185
patch_0004313.png,40.9,0.77,0.185
patch_0004237.png,15.78,0.857,0.138
patch_0003938.png,51.42,0.664,0.315
patch_0004419.png,12.67,0.851,0.184
patch_0003412.png,12.11,0.881,0.13
patch_0003860.png,56.5,0.68,0.244
patch_0003073.png,93.42,0.32,0.222
patch_0002194.png,25.81,0.82,0.183
patch_0003364.png,10.91,0.878,0.154
patch_0003768.png,44.87,0.638,0.331
patch_0003309.png,43.97,0.824,0.131
patch_0004015.png,17.81,0.81,0.277
patch_0003527.png,22.36,0.816,0.216
patch_0003955.png,53.37,0.667,0.278
patch_0003280.png,17.44,0.864,0.124
patch_0003146.png,86.22,0.274,0.246
patch_0002706.png,59.64,0.494,0.338
patch_0001613.png,59.27,0.644,0.277
patch_0003984.png,79.62,0.622,0.234
patch_0002411.png,26.6,0.755,0.269
patch_0002947.png,96.52,0.32,0.223
patch_0002996.png,10.6,0.863,0.188
patch_0003871.png,100.0,0.521,0.286
patch_0003062.png,11.1,0.88,0.143
patch_0002622.png,17.48,0.851,0.171
patch_0003929.png,27.3,0.78,0.229
patch_0004226.png,27.81,0.816,0.163
patch_0004379.png,10.07,0.879,0.14
patch_0003372.png,59.14,0.596,0.273
patch_0003404.png,12.95,0.862,0.155
patch_0003876.png,10.95,0.886,0.115
patch_0002991.png,16.65,0.817,0.223
patch_0003065.png,13.28,0.875,0.124
patch_0006202.png,48.14,0.781,0.121
patch_0004136.png,24.11,0.816,0.177
patch_0005461.png,10.53,0.887,0.112
patch_0004221.png,26.57,0.763,0.27
patch_0005683.png,10.87,0.822,0.084
patch_0004305.png,33.54,0.759,0.226
patch_0004473.png,33.26,0.713,0.292
patch_0004801.png,36.03,0.774,0.155
patch_0003478.png,17.54,0.843,0.2
patch_0004012.png,42.43,0.668,0.317
patch_0003287.png,16.43,0.863,0.144
patch_0003952.png,19.52,0.829,0.18
patch_0003520.png,80.85,0.569,0.254
patch_0002701.png,24.93,0.716,0.249
patch_0001614.png,47.89,0.671,0.289
patch_0003983.png,90.13,0.558,0.237
patch_0005156.png,38.18,0.747,0.118
patch_0003878.png,28.94,0.801,0.247
patch_0004060.png,19.43,0.808,0.249
patch_0006092.png,22.04,0.809,0.101
patch_0003920.png,11.49,0.885,0.123
patch_0003552.png,22.48,0.834,0.19
patch_0003133.png,73.85,0.554,0.249
patch_0003694.png,47.97,0.627,0.319
patch_0004138.png,17.41,0.87,0.134
patch_0003583.png,24.01,0.83,0.177
