Patch_name,Percentage_of_tissue,Mean,Std
patch_0186107.png,72.99,0.845,0.063
patch_0071280.png,82.38,0.837,0.093
patch_0081834.png,49.12,0.853,0.053
patch_0141788.png,100.0,0.593,0.112
patch_0183659.png,100.0,0.755,0.09
patch_0081446.png,75.94,0.849,0.061
patch_0156904.png,97.93,0.377,0.211
patch_0063720.png,66.76,0.805,0.16
patch_0051037.png,38.07,0.832,0.105
patch_0109704.png,88.08,0.763,0.104
patch_0164261.png,58.21,0.741,0.219
patch_0198367.png,82.66,0.808,0.085
patch_0002585.png,18.38,0.875,0.063
patch_0071955.png,81.64,0.72,0.221
patch_0043230.png,11.95,0.848,0.165
patch_0030292.png,61.35,0.811,0.144
patch_0010025.png,30.55,0.869,0.054
patch_0194300.png,82.39,0.807,0.077
patch_0117916.png,48.55,0.665,0.309
patch_0117564.png,76.84,0.787,0.108
patch_0051790.png,75.05,0.815,0.135
patch_0093641.png,52.27,0.856,0.056
patch_0116483.png,87.31,0.668,0.245
patch_0165421.png,98.2,0.348,0.277
patch_0152468.png,87.16,0.306,0.319
patch_0062160.png,61.51,0.843,0.098
patch_0124394.png,54.97,0.854,0.055
patch_0055129.png,97.76,0.853,0.054
patch_0104123.png,55.11,0.834,0.093
patch_0031375.png,38.52,0.859,0.071
patch_0034859.png,64.29,0.797,0.162
patch_0187747.png,42.6,0.847,0.081
patch_0085558.png,99.2,0.738,0.122
patch_0047489.png,86.3,0.836,0.087
patch_0067199.png,27.97,0.849,0.077
patch_0116324.png,50.9,0.808,0.131
patch_0124841.png,99.53,0.815,0.063
patch_0124433.png,98.52,0.443,0.295
patch_0113808.png,99.94,0.235,0.243
patch_0149156.png,95.59,0.539,0.297
patch_0042470.png,47.68,0.857,0.054
patch_0042802.png,62.19,0.846,0.081
patch_0075439.png,77.75,0.757,0.197
patch_0104684.png,86.03,0.78,0.174
patch_0145131.png,99.06,0.433,0.25
patch_0136193.png,95.09,0.744,0.17
patch_0128826.png,43.36,0.836,0.096
patch_0053762.png,50.37,0.851,0.08
patch_0188635.png,58.39,0.762,0.206
patch_0174094.png,75.36,0.666,0.245
patch_0083313.png,49.79,0.848,0.07
patch_0119983.png,59.06,0.788,0.165
patch_0158244.png,92.6,0.582,0.262
patch_0102768.png,76.51,0.807,0.135
patch_0184652.png,92.47,0.59,0.282
patch_0091114.png,75.77,0.762,0.185
patch_0115231.png,100.0,0.41,0.256
patch_0166293.png,40.03,0.857,0.057
patch_0127526.png,61.24,0.52,0.369
patch_0127954.png,98.29,0.741,0.072
patch_0041917.png,15.87,0.876,0.056
patch_0041565.png,98.14,0.482,0.302
patch_0107791.png,55.56,0.789,0.162
patch_0158991.png,100.0,0.166,0.203
patch_0073272.png,86.42,0.769,0.161
patch_0134161.png,49.77,0.837,0.107
patch_0072395.png,54.62,0.817,0.071
patch_0103128.png,59.16,0.827,0.057
patch_0082553.png,80.15,0.753,0.191
patch_0040482.png,41.61,0.829,0.142
patch_0082921.png,10.65,0.872,0.057
patch_0138106.png,83.65,0.827,0.097
patch_0162858.png,85.34,0.842,0.062
patch_0167374.png,71.13,0.842,0.052
patch_0072432.png,96.54,0.834,0.067
patch_0118864.png,88.72,0.753,0.107
patch_0131198.png,15.7,0.873,0.065
patch_0060192.png,60.35,0.802,0.167
patch_0114471.png,100.0,0.273,0.24
patch_0052685.png,21.99,0.849,0.118
patch_0090754.png,38.87,0.853,0.07
patch_0055548.png,74.96,0.672,0.255
patch_0097499.png,97.07,0.484,0.261
patch_0108957.png,38.94,0.851,0.083
patch_0079798.png,38.33,0.836,0.129
patch_0108525.png,69.32,0.535,0.302
patch_0187326.png,54.63,0.858,0.051
patch_0085139.png,83.0,0.611,0.263
patch_0169027.png,95.2,0.608,0.275
patch_0080667.png,85.38,0.84,0.077
patch_0177992.png,74.12,0.854,0.054
patch_0104542.png,48.39,0.861,0.052
patch_0195121.png,20.22,0.86,0.08
patch_0116745.png,42.79,0.834,0.117
patch_0108282.png,27.11,0.813,0.185
patch_0092460.png,66.43,0.839,0.09
patch_0092812.png,30.39,0.833,0.133
patch_0070706.png,76.38,0.817,0.123
patch_0136980.png,28.62,0.858,0.069
patch_0145922.png,95.61,0.369,0.273
patch_0177247.png,92.49,0.828,0.088
patch_0075058.png,76.2,0.774,0.118
patch_0105302.png,91.33,0.544,0.287
patch_0081027.png,76.16,0.589,0.302
patch_0137867.png,96.73,0.61,0.149
patch_0186566.png,97.09,0.336,0.253
patch_0051824.png,61.3,0.793,0.176
patch_0093587.png,65.22,0.74,0.2
patch_0109365.png,28.74,0.857,0.081
patch_0191798.png,79.11,0.754,0.135
patch_0063341.png,39.37,0.821,0.13
patch_0054308.png,32.97,0.817,0.173
patch_0074618.png,75.88,0.848,0.076
patch_0071146.png,99.97,0.607,0.192
patch_0117105.png,100.0,0.473,0.286
patch_0125612.png,98.68,0.576,0.234
patch_0148377.png,98.56,0.585,0.17
patch_0106217.png,45.12,0.75,0.245
patch_0103549.png,81.86,0.844,0.07
patch_0170999.png,63.17,0.855,0.05
patch_0185473.png,64.52,0.855,0.054
patch_0134972.png,87.02,0.726,0.197
patch_0167715.png,93.04,0.727,0.215
patch_0065978.png,99.67,0.431,0.237
patch_0090492.png,69.8,0.79,0.169
patch_0052931.png,31.86,0.846,0.078
patch_0138567.png,67.4,0.789,0.146
patch_0060254.png,64.45,0.856,0.055
patch_0189414.png,55.47,0.786,0.138
patch_0155002.png,48.11,0.849,0.083
patch_0175960.png,94.32,0.751,0.153
patch_0147205.png,82.56,0.712,0.229
patch_0072053.png,72.41,0.837,0.091
patch_0179575.png,23.51,0.838,0.147
patch_0021246.png,80.85,0.841,0.093
patch_0123059.png,100.0,0.15,0.191
patch_0024518.png,34.89,0.877,0.054
patch_0060981.png,88.07,0.831,0.084
patch_0139327.png,100.0,0.23,0.235
patch_0061414.png,78.94,0.669,0.162
patch_0061866.png,62.18,0.85,0.061
patch_0178492.png,42.31,0.845,0.065
patch_0166155.png,83.54,0.838,0.075
patch_0184233.png,26.76,0.83,0.146
patch_0135340.png,92.28,0.753,0.186
patch_0029498.png,62.61,0.845,0.086
patch_0098999.png,87.88,0.589,0.307
patch_0102309.png,12.38,0.875,0.069
patch_0083772.png,87.43,0.633,0.252
patch_0032601.png,48.45,0.862,0.05
patch_0107825.png,66.56,0.669,0.267
patch_0174887.png,81.43,0.736,0.231
patch_0139480.png,64.33,0.752,0.215
patch_0025358.png,30.63,0.847,0.099
patch_0122619.png,64.96,0.676,0.269
patch_0091575.png,85.14,0.833,0.075
