Patch_name,Percentage_of_tissue,Mean,Std
patch_0001892.png,48.76,0.831,0.161
patch_0004419.png,58.73,0.85,0.109
patch_0001347.png,99.66,0.532,0.205
patch_0000507.png,62.48,0.814,0.145
patch_0000975.png,35.71,0.879,0.088
patch_0005259.png,100.0,0.512,0.21
patch_0006899.png,70.18,0.809,0.146
patch_0003860.png,100.0,0.309,0.252
patch_0003412.png,100.0,0.682,0.209
patch_0002987.png,35.17,0.869,0.105
patch_0002252.png,100.0,0.413,0.225
patch_0005638.png,34.25,0.882,0.077
patch_0000166.png,24.98,0.897,0.062
patch_0001081.png,20.27,0.901,0.053
patch_0001726.png,100.0,0.509,0.211
patch_0004078.png,100.0,0.64,0.19
patch_0002194.png,90.09,0.824,0.092
patch_0002633.png,100.0,0.504,0.221
patch_0003073.png,29.61,0.889,0.06
patch_0003705.png,28.31,0.893,0.073
patch_0002145.png,100.0,0.566,0.228
patch_0008769.png,68.37,0.842,0.056
patch_0001050.png,100.0,0.577,0.219
patch_0000610.png,20.51,0.898,0.052
patch_0002956.png,90.81,0.776,0.148
patch_0002524.png,100.0,0.696,0.15
patch_0002283.png,69.54,0.831,0.122
patch_0003364.png,100.0,0.616,0.168
patch_0006848.png,43.29,0.819,0.191
patch_0000271.png,25.51,0.898,0.054
patch_0005288.png,93.7,0.749,0.174
patch_0008308.png,99.61,0.592,0.214
patch_0001431.png,67.63,0.849,0.105
patch_0001843.png,97.52,0.63,0.188
patch_0001396.png,21.51,0.898,0.076
patch_0008631.png,100.0,0.561,0.173
patch_0004656.png,96.35,0.83,0.071
patch_0001108.png,75.03,0.79,0.146
patch_0008196.png,100.0,0.343,0.231
patch_0000748.png,94.32,0.69,0.214
patch_0005016.png,92.15,0.807,0.097
patch_0006103.png,36.49,0.877,0.103
patch_0007743.png,96.41,0.431,0.282
patch_0005477.png,74.68,0.854,0.08
patch_0005805.png,100.0,0.728,0.141
patch_0000329.png,91.28,0.63,0.208
patch_0008250.png,34.02,0.899,0.063
patch_0001569.png,69.44,0.802,0.162
patch_0004237.png,69.21,0.792,0.145
patch_0004590.png,41.8,0.885,0.071
patch_0007322.png,94.64,0.694,0.148
patch_0007485.png,97.31,0.752,0.157
patch_0006910.png,71.7,0.821,0.154
patch_0006562.png,16.71,0.897,0.065
patch_0006214.png,100.0,0.435,0.218
patch_0003938.png,69.41,0.815,0.136
patch_0007826.png,46.75,0.869,0.093
patch_0007454.png,98.92,0.657,0.192
patch_0008281.png,89.81,0.816,0.097
patch_0004541.png,37.38,0.883,0.08
patch_0004933.png,18.19,0.9,0.1
patch_0008954.png,87.45,0.857,0.061
patch_0005301.png,100.0,0.186,0.212
patch_0007792.png,99.62,0.723,0.176
patch_0007035.png,40.16,0.883,0.073
patch_0006675.png,58.35,0.862,0.084
patch_0000799.png,27.54,0.89,0.077
patch_0005760.png,99.89,0.692,0.225
patch_0004687.png,76.85,0.734,0.204
patch_0004120.png,28.17,0.896,0.065
patch_0008147.png,100.0,0.71,0.173
patch_0006330.png,100.0,0.535,0.2
patch_0006497.png,100.0,0.375,0.239
patch_0007570.png,36.08,0.881,0.089
patch_0007902.png,100.0,0.739,0.189
patch_0002589.png,99.86,0.618,0.21
patch_0004817.png,51.78,0.859,0.102
patch_0004465.png,83.51,0.815,0.12
patch_0008402.png,47.38,0.813,0.182
patch_0000909.png,47.51,0.866,0.095
patch_0005225.png,52.8,0.859,0.081
patch_0005582.png,67.85,0.852,0.082
patch_0007111.png,94.1,0.685,0.221
patch_0006751.png,100.0,0.432,0.233
patch_0005644.png,26.4,0.9,0.051
patch_0004004.png,100.0,0.558,0.232
patch_0008063.png,97.71,0.792,0.143
patch_0008715.png,98.12,0.78,0.135
patch_0004772.png,76.56,0.857,0.056
patch_0005695.png,16.05,0.902,0.067
patch_0005132.png,46.27,0.837,0.125
patch_0006780.png,30.61,0.89,0.092
patch_0006027.png,23.84,0.901,0.064
patch_0003779.png,100.0,0.313,0.237
patch_0002139.png,62.58,0.797,0.179
patch_0007667.png,100.0,0.721,0.158
patch_0005921.png,96.82,0.791,0.096
patch_0005553.png,79.45,0.838,0.133
patch_0008374.png,85.22,0.792,0.133
patch_0004313.png,67.13,0.871,0.079
patch_0007206.png,92.21,0.854,0.063
patch_0002558.png,66.97,0.752,0.211
patch_0003318.png,86.33,0.627,0.293
patch_0006446.png,91.82,0.803,0.145
patch_0006834.png,27.9,0.889,0.084
patch_0003186.png,99.44,0.659,0.159
patch_0003621.png,30.46,0.895,0.07
patch_0007098.png,94.99,0.724,0.183
patch_0002061.png,96.41,0.776,0.134
patch_0000093.png,55.18,0.836,0.112
patch_0000734.png,48.07,0.731,0.269
patch_0002400.png,100.0,0.635,0.169
patch_0002872.png,99.93,0.635,0.235
patch_0003995.png,100.0,0.694,0.162
patch_0003240.png,40.08,0.864,0.105
patch_0000880.png,97.07,0.751,0.134
patch_0005879.png,36.86,0.891,0.061
patch_0000355.png,36.56,0.878,0.078
patch_0001967.png,74.82,0.758,0.158
patch_0001515.png,27.76,0.895,0.073
patch_0001263.png,14.13,0.897,0.101
patch_0008928.png,100.0,0.635,0.209
patch_0000851.png,98.52,0.756,0.174
patch_0000423.png,100.0,0.227,0.211
patch_0000384.png,23.74,0.898,0.06
