Patch_name,Percentage_of_tissue,Mean,Std
patch_0018264.png,14.74,0.891,0.096
patch_0026514.png,46.99,0.844,0.107
patch_0026966.png,63.78,0.617,0.319
patch_0006004.png,80.33,0.44,0.349
patch_0022878.png,48.08,0.69,0.302
patch_0015443.png,93.36,0.606,0.264
patch_0015831.png,51.4,0.651,0.34
patch_0027354.png,71.55,0.636,0.285
patch_0019856.png,85.46,0.731,0.194
patch_0019424.png,29.15,0.847,0.145
patch_0007644.png,41.19,0.736,0.289
patch_0019383.png,80.0,0.754,0.2
patch_0008091.png,81.39,0.472,0.337
patch_0016924.png,94.64,0.768,0.118
patch_0016556.png,80.17,0.781,0.117
patch_0024241.png,11.28,0.896,0.093
patch_0013208.png,42.5,0.827,0.155
patch_0028226.png,18.3,0.893,0.072
patch_0008736.png,56.68,0.762,0.213
patch_0024994.png,74.99,0.812,0.108
patch_0004751.png,63.0,0.597,0.329
patch_0028581.png,44.96,0.804,0.182
patch_0029814.png,77.48,0.648,0.232
patch_0012448.png,17.91,0.892,0.075
patch_0025401.png,42.98,0.743,0.277
patch_0017316.png,76.82,0.853,0.082
patch_0005111.png,61.62,0.693,0.283
patch_0027735.png,85.39,0.764,0.186
patch_0007582.png,52.53,0.729,0.25
patch_0019045.png,50.85,0.765,0.218
patch_0027092.png,30.92,0.87,0.085
patch_0015785.png,69.93,0.637,0.296
patch_0002909.png,53.95,0.719,0.275
patch_0007225.png,57.29,0.842,0.095
patch_0018605.png,80.75,0.785,0.175
patch_0014662.png,93.7,0.736,0.195
patch_0026175.png,59.47,0.817,0.123
patch_0006817.png,24.01,0.848,0.172
patch_0006465.png,62.42,0.606,0.318
patch_0029007.png,24.04,0.846,0.173
patch_0017777.png,60.97,0.633,0.311
patch_0012029.png,89.41,0.572,0.28
patch_0005570.png,73.83,0.539,0.334
patch_0005902.png,45.82,0.833,0.147
patch_0020099.png,21.56,0.884,0.079
patch_0009517.png,67.45,0.739,0.196
patch_0013669.png,96.06,0.773,0.127
patch_0024620.png,51.1,0.661,0.332
patch_0016137.png,18.96,0.873,0.145
patch_0008882.png,44.59,0.78,0.217
patch_0028647.png,15.09,0.898,0.062
patch_0004497.png,55.42,0.824,0.134
patch_0024187.png,25.25,0.835,0.196
patch_0008357.png,88.28,0.659,0.272
patch_0016690.png,13.12,0.897,0.094
patch_0004330.png,41.29,0.801,0.199
patch_0028696.png,31.67,0.822,0.186
patch_0004446.png,42.31,0.862,0.08
patch_0004834.png,79.75,0.527,0.299
patch_0008853.png,46.26,0.841,0.129
patch_0008421.png,68.82,0.68,0.249
patch_0028131.png,85.31,0.645,0.221
patch_0024156.png,55.37,0.794,0.172
patch_0016641.png,56.48,0.745,0.25
patch_0008386.png,15.52,0.895,0.07
patch_0021608.png,72.15,0.623,0.299
patch_0009261.png,65.51,0.533,0.358
patch_0005206.png,64.43,0.745,0.221
patch_0020048.png,13.82,0.893,0.089
patch_0025716.png,17.59,0.891,0.094
patch_0029771.png,70.67,0.699,0.22
patch_0006313.png,51.99,0.724,0.265
patch_0014114.png,94.98,0.815,0.126
patch_0026603.png,59.91,0.658,0.301
patch_0018173.png,12.67,0.894,0.05
patch_0019094.png,76.8,0.633,0.278
patch_0007921.png,10.07,0.894,0.077
patch_0019733.png,13.79,0.888,0.127
patch_0027043.png,86.29,0.786,0.139
patch_0015754.png,12.17,0.899,0.093
patch_0012499.png,45.41,0.847,0.113
patch_0009600.png,72.28,0.639,0.276
patch_0005667.png,30.71,0.863,0.099
patch_0025377.png,88.48,0.567,0.285
patch_0017812.png,16.7,0.885,0.075
patch_0017460.png,44.58,0.862,0.078
patch_0020429.png,88.68,0.602,0.285
patch_0029310.png,53.84,0.682,0.295
patch_0016587.png,46.69,0.716,0.292
patch_0008040.png,43.98,0.738,0.269
patch_0024290.png,38.22,0.85,0.121
patch_0004780.png,78.12,0.535,0.318
patch_0028922.png,79.42,0.539,0.332
patch_0021269.png,85.25,0.763,0.064
patch_0016220.png,95.53,0.535,0.286
patch_0024945.png,78.06,0.794,0.135
patch_0007132.png,17.54,0.884,0.087
patch_0019887.png,15.43,0.879,0.131
patch_0015492.png,19.29,0.886,0.082
patch_0027385.png,78.69,0.612,0.288
patch_0019352.png,80.11,0.63,0.287
patch_0007695.png,48.04,0.848,0.11
patch_0015335.png,28.36,0.867,0.119
patch_0027422.png,50.52,0.774,0.218
patch_0027850.png,55.58,0.651,0.308
patch_0010819.png,91.79,0.692,0.236
patch_0006772.png,46.89,0.723,0.285
patch_0026262.png,76.49,0.626,0.278
patch_0014575.png,12.89,0.893,0.084
patch_0014907.png,62.32,0.656,0.317
patch_0018960.png,87.61,0.584,0.287
patch_0018512.png,65.52,0.689,0.258
patch_0003967.png,45.01,0.847,0.104
patch_0003515.png,33.92,0.868,0.082
patch_0011712.png,80.7,0.419,0.34
patch_0023005.png,93.15,0.765,0.158
patch_0030442.png,49.05,0.792,0.173
patch_0007879.png,79.64,0.516,0.327
