Patch_name,Percentage_of_tissue,Mean,Std
patch_0003788.png,100.0,0.491,0.212
patch_0003338.png,95.94,0.793,0.069
patch_0004494.png,45.75,0.794,0.072
patch_0004333.png,96.84,0.718,0.095
patch_0004439.png,42.53,0.838,0.053
patch_0003344.png,63.69,0.82,0.062
patch_0003891.png,21.69,0.863,0.062
patch_0004210.png,52.98,0.662,0.147
patch_0004671.png,88.62,0.593,0.143
patch_0004566.png,100.0,0.505,0.209
patch_0003847.png,26.8,0.864,0.058
patch_0004348.png,100.0,0.721,0.108
patch_0003722.png,26.25,0.757,0.071
patch_0003267.png,28.51,0.864,0.052
patch_0004334.png,95.96,0.717,0.074
patch_0004493.png,30.85,0.814,0.076
patch_0003563.png,16.32,0.82,0.083
patch_0003911.png,47.8,0.656,0.138
patch_0004568.png,100.0,0.475,0.22
patch_0004430.png,93.75,0.606,0.162
patch_0003849.png,20.83,0.854,0.066
patch_0004514.png,28.22,0.824,0.076
patch_0000920.png,15.18,0.75,0.164
patch_0003786.png,100.0,0.262,0.162
patch_0003832.png,62.77,0.835,0.06
patch_0004219.png,100.0,0.457,0.238
patch_0004678.png,80.96,0.624,0.174
patch_0004390.png,85.12,0.723,0.107
patch_0004437.png,100.0,0.648,0.142
patch_0004087.png,57.23,0.785,0.083
patch_0004147.png,67.55,0.651,0.164
patch_0004196.png,100.0,0.21,0.154
patch_0002869.png,99.9,0.511,0.122
patch_0004308.png,61.86,0.744,0.101
patch_0003807.png,14.39,0.869,0.051
patch_0003646.png,24.85,0.803,0.069
patch_0002815.png,77.64,0.687,0.109
patch_0004715.png,15.41,0.864,0.066
patch_0004374.png,21.76,0.858,0.052
patch_0003556.png,51.62,0.756,0.117
patch_0003924.png,63.04,0.613,0.165
patch_0003641.png,61.54,0.794,0.084
patch_0004373.png,99.42,0.708,0.131
patch_0003958.png,32.65,0.759,0.1
patch_0003989.png,13.75,0.841,0.066
patch_0003765.png,77.77,0.45,0.182
patch_0003800.png,35.21,0.783,0.098
patch_0004553.png,100.0,0.515,0.225
patch_0004644.png,40.69,0.656,0.16
patch_0002944.png,99.03,0.578,0.134
patch_0003956.png,98.8,0.368,0.176
patch_0003951.png,100.0,0.239,0.164
patch_0004149.png,100.0,0.344,0.241
patch_0004198.png,57.8,0.576,0.183
patch_0003634.png,44.75,0.806,0.077
patch_0004554.png,100.0,0.441,0.243
patch_0004135.png,100.0,0.356,0.217
patch_0003699.png,100.0,0.579,0.137
patch_0003229.png,16.77,0.82,0.064
patch_0004222.png,100.0,0.356,0.215
patch_0002531.png,47.4,0.795,0.166
patch_0002943.png,81.9,0.628,0.131
patch_0002876.png,32.84,0.78,0.092
patch_0004539.png,100.0,0.434,0.221
patch_0003940.png,34.79,0.755,0.088
patch_0003864.png,75.73,0.69,0.153
patch_0003077.png,83.72,0.758,0.07
patch_0004652.png,100.0,0.658,0.159
patch_0004594.png,66.08,0.775,0.086
patch_0004124.png,90.45,0.501,0.118
patch_0003863.png,100.0,0.53,0.245
patch_0003706.png,100.0,0.524,0.147
patch_0003367.png,29.9,0.85,0.055
patch_0004655.png,85.16,0.667,0.165
patch_0004593.png,100.0,0.514,0.208
patch_0004123.png,99.52,0.498,0.138
patch_0004684.png,57.28,0.756,0.109
patch_0004310.png,42.59,0.813,0.071
patch_0004299.png,52.0,0.754,0.106
patch_0003292.png,10.95,0.863,0.05
