Patch_name,Percentage_of_tissue,Mean,Std
patch_0023706.png,92.56,0.738,0.183
patch_0026058.png,60.92,0.853,0.069
patch_0031501.png,84.54,0.766,0.153
patch_0006548.png,63.91,0.867,0.062
patch_0038238.png,89.75,0.814,0.117
patch_0027618.png,87.5,0.596,0.248
patch_0010651.png,96.82,0.669,0.176
patch_0022146.png,87.04,0.85,0.081
patch_0002824.png,23.68,0.872,0.097
patch_0007308.png,68.2,0.73,0.235
patch_0030341.png,98.0,0.811,0.128
patch_0001543.png,12.98,0.889,0.055
patch_0036978.png,98.04,0.699,0.184
patch_0012104.png,54.22,0.822,0.146
patch_0032866.png,38.31,0.864,0.072
patch_0032414.png,26.13,0.88,0.053
patch_0022955.png,94.07,0.634,0.175
patch_0022527.png,95.34,0.818,0.115
patch_0010230.png,98.68,0.828,0.1
patch_0027279.png,98.04,0.674,0.192
patch_0030087.png,68.66,0.861,0.063
patch_0002790.png,27.21,0.866,0.067
patch_0022280.png,38.3,0.874,0.051
patch_0010597.png,18.04,0.88,0.051
patch_0039019.png,93.19,0.772,0.143
patch_0030720.png,87.45,0.83,0.127
patch_0018349.png,91.67,0.847,0.085
patch_0026439.png,91.18,0.856,0.06
patch_0011802.png,12.62,0.887,0.064
patch_0023367.png,98.75,0.834,0.088
patch_0006129.png,34.58,0.877,0.051
patch_0031160.png,98.13,0.843,0.072
patch_0038659.png,83.31,0.828,0.113
patch_0029939.png,99.93,0.609,0.193
patch_0012565.png,97.15,0.659,0.211
patch_0020272.png,88.31,0.655,0.226
patch_0032075.png,84.51,0.855,0.062
patch_0016809.png,28.5,0.869,0.073
patch_0021840.png,97.71,0.643,0.206
patch_0013325.png,90.82,0.556,0.243
patch_0001685.png,84.65,0.815,0.112
patch_0021395.png,97.45,0.83,0.102
patch_0013482.png,97.24,0.684,0.182
patch_0033635.png,100.0,0.665,0.199
patch_0001122.png,34.75,0.855,0.092
patch_0033143.png,45.92,0.865,0.062
patch_0001654.png,62.8,0.833,0.112
patch_0021891.png,95.4,0.826,0.099
patch_0013453.png,32.0,0.877,0.056
patch_0013821.png,94.13,0.696,0.181
patch_0024868.png,92.96,0.688,0.176
patch_0032703.png,85.01,0.843,0.1
patch_0012213.png,96.99,0.696,0.171
patch_0020504.png,92.52,0.813,0.113
patch_0003101.png,31.3,0.874,0.074
patch_0038688.png,97.62,0.687,0.199
patch_0011306.png,87.02,0.723,0.204
patch_0023863.png,78.82,0.832,0.12
patch_0014458.png,47.44,0.871,0.082
patch_0030056.png,86.36,0.86,0.062
patch_0035708.png,93.74,0.839,0.088
patch_0022984.png,98.18,0.778,0.144
patch_0015218.png,97.61,0.797,0.124
patch_0022251.png,83.24,0.634,0.275
patch_0010934.png,22.43,0.882,0.066
patch_0010546.png,94.01,0.853,0.068
patch_0032362.png,76.76,0.861,0.063
patch_0000807.png,84.75,0.82,0.109
patch_0020165.png,98.59,0.855,0.064
patch_0009899.png,95.61,0.823,0.101
patch_0012672.png,20.08,0.885,0.058
patch_0004919.png,96.95,0.782,0.129
patch_0033950.png,15.41,0.9,0.055
patch_0021082.png,26.74,0.875,0.071
patch_0001592.png,32.94,0.881,0.07
patch_0033285.png,23.84,0.874,0.059
patch_0013032.png,96.98,0.767,0.148
patch_0021725.png,98.45,0.813,0.104
patch_0002320.png,19.3,0.88,0.058
patch_0035369.png,96.31,0.578,0.22
patch_0030437.png,90.76,0.735,0.161
patch_0030845.png,96.39,0.858,0.056
patch_0010680.png,99.36,0.78,0.129
patch_0002487.png,84.86,0.768,0.178
patch_0030390.png,18.47,0.889,0.05
patch_0022630.png,90.82,0.787,0.143
patch_0015679.png,79.22,0.851,0.073
patch_0026089.png,96.12,0.675,0.186
patch_0003560.png,17.74,0.875,0.052
patch_0003912.png,48.11,0.871,0.06
patch_0014039.png,90.62,0.769,0.161
patch_0023070.png,49.1,0.851,0.113
patch_0011767.png,99.21,0.719,0.164
patch_0006599.png,96.55,0.664,0.186
patch_0038077.png,55.01,0.864,0.067
patch_0006707.png,19.92,0.889,0.105
patch_0003059.png,99.1,0.732,0.159
patch_0034010.png,53.03,0.869,0.062
patch_0014972.png,48.68,0.871,0.056
patch_0014500.png,97.4,0.739,0.165
patch_0026217.png,19.37,0.884,0.06
patch_0018567.png,29.74,0.878,0.062
patch_0018915.png,96.71,0.714,0.168
patch_0035650.png,95.37,0.719,0.176
patch_0019480.png,88.66,0.85,0.07
patch_0007147.png,97.08,0.804,0.117
patch_0039637.png,14.64,0.896,0.071
patch_0015895.png,39.88,0.869,0.067
patch_0039190.png,13.52,0.893,0.068
patch_0027457.png,98.39,0.813,0.103
patch_0015340.png,92.93,0.628,0.21
patch_0022309.png,56.69,0.875,0.05
patch_0036745.png,45.68,0.854,0.081
