Patch_name,Percentage_of_tissue,Mean,Std
patch_0024356.png,57.02,0.844,0.139
patch_0021408.png,47.82,0.882,0.052
patch_0008186.png,38.37,0.894,0.068
patch_0016833.png,34.9,0.887,0.074
patch_0028331.png,69.66,0.854,0.09
patch_0024883.png,39.72,0.884,0.085
patch_0008621.png,64.31,0.879,0.059
patch_0028496.png,44.78,0.841,0.139
patch_0036151.png,34.23,0.852,0.162
patch_0004646.png,26.05,0.89,0.059
patch_0029903.png,54.7,0.871,0.09
patch_0017201.png,63.65,0.742,0.225
patch_0025516.png,96.44,0.733,0.158
patch_0025964.png,40.28,0.882,0.079
patch_0009061.png,16.5,0.895,0.073
patch_0018373.png,63.95,0.872,0.071
patch_0011838.png,30.2,0.879,0.104
patch_0026403.png,74.52,0.846,0.114
patch_0034604.png,83.11,0.84,0.124
patch_0023888.png,90.66,0.85,0.088
patch_0038663.png,21.52,0.894,0.068
patch_0027243.png,99.56,0.779,0.127
patch_0039784.png,35.89,0.879,0.071
patch_0015926.png,61.71,0.873,0.092
patch_0015554.png,30.96,0.865,0.129
patch_0019533.png,15.11,0.897,0.108
patch_0019941.png,51.52,0.85,0.116
patch_0039023.png,18.41,0.896,0.065
patch_0035044.png,81.05,0.844,0.107
patch_0007753.png,47.64,0.877,0.071
patch_0019294.png,36.01,0.777,0.252
patch_0029110.png,63.75,0.717,0.251
patch_0032389.png,40.07,0.85,0.154
patch_0025177.png,47.05,0.839,0.142
patch_0037370.png,54.61,0.869,0.086
patch_0005815.png,28.07,0.891,0.059
patch_0012699.png,12.06,0.895,0.122
patch_0009400.png,32.35,0.888,0.08
patch_0009872.png,56.86,0.867,0.082
patch_0021069.png,64.28,0.691,0.268
patch_0024737.png,36.16,0.828,0.197
patch_0040919.png,23.07,0.898,0.061
patch_0028750.png,21.92,0.865,0.159
patch_0036297.png,35.51,0.895,0.06
patch_0008240.png,35.88,0.878,0.065
patch_0024090.png,66.5,0.794,0.159
patch_0036942.png,21.6,0.875,0.152
patch_0036530.png,79.92,0.842,0.112
patch_0027622.png,24.34,0.868,0.128
patch_0007495.png,52.29,0.861,0.086
patch_0019152.png,35.31,0.845,0.173
patch_0035382.png,78.58,0.868,0.067
patch_0015692.png,32.33,0.884,0.109
patch_0027185.png,10.67,0.899,0.125
patch_0039830.png,18.64,0.902,0.083
patch_0007332.png,30.06,0.868,0.089
patch_0035425.png,44.34,0.871,0.11
patch_0035857.png,14.85,0.879,0.151
patch_0018712.png,26.6,0.843,0.201
patch_0026062.png,35.04,0.887,0.092
patch_0014775.png,29.28,0.859,0.157
patch_0034265.png,30.59,0.815,0.228
patch_0006900.png,23.01,0.896,0.054
patch_0031949.png,66.96,0.861,0.093
patch_0038202.png,31.99,0.897,0.05
patch_0038906.png,44.12,0.826,0.166
patch_0038574.png,37.33,0.89,0.091
patch_0003928.png,24.7,0.89,0.07
patch_0034961.png,44.06,0.883,0.063
patch_0006204.png,43.59,0.878,0.06
patch_0026714.png,10.5,0.9,0.114
patch_0014003.png,19.3,0.891,0.058
patch_0018064.png,24.05,0.882,0.122
patch_0031998.png,98.55,0.785,0.163
patch_0007444.png,50.01,0.886,0.057
patch_0039334.png,22.21,0.898,0.063
patch_0019624.png,13.44,0.9,0.107
patch_0035886.png,19.78,0.877,0.151
patch_0039493.png,54.76,0.88,0.077
patch_0027154.png,56.63,0.877,0.063
patch_0033518.png,46.9,0.864,0.122
patch_0036246.png,57.26,0.782,0.208
patch_0008536.png,31.23,0.896,0.069
patch_0008944.png,45.81,0.84,0.155
patch_0028026.png,68.76,0.744,0.216
patch_0016756.png,60.31,0.844,0.123
patch_0013008.png,24.81,0.875,0.117
patch_0009376.png,42.74,0.823,0.074
patch_0037874.png,79.81,0.828,0.128
patch_0037406.png,23.12,0.897,0.092
patch_0005311.png,20.8,0.879,0.132
patch_0032358.png,65.17,0.845,0.114
patch_0025601.png,37.99,0.884,0.053
patch_0012648.png,19.52,0.896,0.083
patch_0029666.png,51.62,0.687,0.297
patch_0007025.png,49.94,0.881,0.058
patch_0039755.png,20.45,0.898,0.077
patch_0027292.png,98.14,0.72,0.156
patch_0015585.png,27.38,0.886,0.1
patch_0035095.png,68.64,0.749,0.212
patch_0019245.png,19.23,0.876,0.157
patch_0007782.png,18.27,0.89,0.081
patch_0027947.png,33.88,0.797,0.233
patch_0027535.png,62.7,0.843,0.134
patch_0015222.png,31.32,0.729,0.055
patch_0038115.png,25.57,0.86,0.155
patch_0034172.png,19.21,0.88,0.122
patch_0014810.png,39.3,0.865,0.094
patch_0023859.png,32.53,0.872,0.113
patch_0026375.png,28.12,0.885,0.108
patch_0018405.png,32.91,0.897,0.062
patch_0018877.png,31.25,0.862,0.14
patch_0009717.png,42.38,0.878,0.1
patch_0020299.png,42.07,0.762,0.265
patch_0032739.png,34.41,0.873,0.118
patch_0037067.png,15.01,0.898,0.104
patch_0017577.png,31.44,0.873,0.139
patch_0017905.png,31.39,0.844,0.174
patch_0012229.png,52.08,0.878,0.075
patch_0029207.png,97.55,0.823,0.119
patch_0036627.png,75.86,0.84,0.14
patch_0004130.png,31.05,0.876,0.078
patch_0033179.png,59.86,0.848,0.116
patch_0008157.png,36.17,0.711,0.074
patch_0036180.png,33.44,0.861,0.14
patch_0028835.png,37.34,0.88,0.058
patch_0028447.png,27.31,0.83,0.217
patch_0024420.png,77.7,0.811,0.147
patch_0024852.png,80.96,0.447,0.345
patch_0016337.png,59.53,0.858,0.103
patch_0033832.png,44.8,0.87,0.116
patch_0040890.png,36.3,0.881,0.071
patch_0040345.png,27.56,0.889,0.06
patch_0013150.png,26.52,0.782,0.068
patch_0024119.png,40.2,0.855,0.106
patch_0021647.png,83.25,0.865,0.078
patch_0005249.png,13.83,0.895,0.05
patch_0032200.png,96.59,0.389,0.283
patch_0020007.png,35.51,0.857,0.142
patch_0025759.png,77.04,0.87,0.069
patch_0012710.png,36.39,0.889,0.081
patch_0041977.png,24.54,0.895,0.058
patch_0041505.png,27.52,0.891,0.069
patch_0031315.png,29.74,0.876,0.13
patch_0034839.png,29.33,0.876,0.098
patch_0011605.png,22.02,0.883,0.113
patch_0006889.png,30.96,0.896,0.054
patch_0030555.png,25.72,0.861,0.172
patch_0030927.png,34.79,0.867,0.127
patch_0022752.png,40.61,0.822,0.183
patch_0017388.png,48.44,0.882,0.066
patch_0032661.png,50.25,0.871,0.106
patch_0025338.png,30.87,0.865,0.13
patch_0020814.png,62.95,0.864,0.078
patch_0037698.png,30.58,0.857,0.149
patch_0041164.png,20.13,0.897,0.073
patch_0040083.png,37.12,0.882,0.067
patch_0021581.png,80.44,0.874,0.066
patch_0013296.png,86.17,0.847,0.091
patch_0033786.png,92.77,0.825,0.14
patch_0040724.png,60.89,0.864,0.08
patch_0021226.png,33.74,0.872,0.108
patch_0024578.png,25.69,0.86,0.173
patch_0013531.png,49.11,0.824,0.16
patch_0030134.png,37.29,0.877,0.075
patch_0022494.png,21.68,0.901,0.072
patch_0030693.png,51.44,0.875,0.091
patch_0022333.png,22.91,0.899,0.097
patch_0010856.png,61.08,0.859,0.102
patch_0010424.png,35.24,0.89,0.073
patch_0031774.png,39.3,0.902,0.069
patch_0014948.png,35.14,0.886,0.069
patch_0023901.png,25.04,0.862,0.147
patch_0023573.png,44.47,0.88,0.08
patch_0011960.png,71.2,0.869,0.069
patch_0011512.png,33.14,0.846,0.168
patch_0026929.png,57.96,0.844,0.132
patch_0023205.png,91.16,0.827,0.115
patch_0031002.png,61.63,0.845,0.116
patch_0014999.png,32.92,0.882,0.091
patch_0010352.png,27.74,0.881,0.101
patch_0019819.png,34.6,0.868,0.092
patch_0010887.png,55.42,0.88,0.078
patch_0030642.png,43.88,0.875,0.066
patch_0021922.png,35.94,0.811,0.206
patch_0016519.png,10.84,0.901,0.059
patch_0013247.png,13.59,0.901,0.05
patch_0040052.png,39.33,0.887,0.063
patch_0028269.png,39.46,0.878,0.107
patch_0008779.png,47.08,0.869,0.103
patch_0013992.png,19.86,0.902,0.083
patch_0033757.png,27.88,0.837,0.2
patch_0036009.png,61.34,0.762,0.217
patch_0029429.png,45.39,0.843,0.149
patch_0041612.png,29.62,0.882,0.096
patch_0012875.png,24.14,0.897,0.08
patch_0017359.png,44.81,0.88,0.083
patch_0020310.png,49.93,0.88,0.074
patch_0032117.png,88.77,0.792,0.183
patch_0009139.png,23.95,0.902,0.068
patch_0022024.png,24.1,0.881,0.12
patch_0030584.png,53.56,0.871,0.09
patch_0010094.png,39.61,0.828,0.173
patch_0022783.png,39.14,0.882,0.058
patch_0011173.png,45.18,0.889,0.052
