Patch_name,Percentage_of_tissue,Mean,Std
patch_0000885.png,84.91,0.809,0.192
patch_0012157.png,65.77,0.689,0.294
patch_0020640.png,71.41,0.897,0.056
patch_0017609.png,89.44,0.884,0.072
patch_0000350.png,22.84,0.895,0.135
patch_0009469.png,43.58,0.851,0.181
patch_0016049.png,55.65,0.9,0.051
patch_0021000.png,56.25,0.814,0.183
patch_0008229.png,54.73,0.823,0.165
patch_0001510.png,63.99,0.753,0.282
patch_0001962.png,64.05,0.603,0.371
patch_0022115.png,77.33,0.891,0.063
patch_0010602.png,100.0,0.344,0.247
patch_0002877.png,82.21,0.645,0.251
patch_0002405.png,68.83,0.742,0.245
patch_0003990.png,36.25,0.835,0.224
patch_0011042.png,77.73,0.882,0.081
patch_0023755.png,56.05,0.854,0.146
patch_0003245.png,49.32,0.857,0.139
patch_0006969.png,48.29,0.893,0.083
patch_0013376.png,88.34,0.735,0.225
patch_0021461.png,59.04,0.897,0.069
patch_0016428.png,94.27,0.867,0.099
patch_0004188.png,81.38,0.804,0.163
patch_0024498.png,50.2,0.886,0.109
patch_0008648.png,32.48,0.761,0.316
patch_0001171.png,71.91,0.79,0.227
patch_0000096.png,53.23,0.9,0.08
patch_0017268.png,89.49,0.882,0.071
patch_0020221.png,59.86,0.891,0.092
patch_0012944.png,92.39,0.713,0.193
patch_0012536.png,88.44,0.843,0.12
patch_0000731.png,32.03,0.883,0.136
patch_0020586.png,94.07,0.774,0.181
patch_0009008.png,77.8,0.871,0.104
patch_0012291.png,82.88,0.779,0.171
patch_0003183.png,54.82,0.809,0.219
patch_0023334.png,33.28,0.886,0.121
patch_0011423.png,78.4,0.839,0.126
patch_0011851.png,47.45,0.895,0.093
patch_0003624.png,77.61,0.873,0.097
patch_0023493.png,45.36,0.9,0.053
patch_0011384.png,26.99,0.886,0.141
patch_0010263.png,53.28,0.659,0.351
patch_0022574.png,39.67,0.9,0.074
patch_0022906.png,84.03,0.851,0.11
patch_0019928.png,40.42,0.895,0.082
patch_0002064.png,44.06,0.855,0.164
patch_0002712.png,54.25,0.867,0.144
patch_0010515.png,67.65,0.565,0.377
patch_0010967.png,88.47,0.519,0.315
patch_0022202.png,95.85,0.409,0.293
patch_0011880.png,60.34,0.812,0.169
patch_0003152.png,40.84,0.828,0.216
patch_0014879.png,99.27,0.667,0.206
patch_0023442.png,48.52,0.877,0.118
