Patch_name,Percentage_of_tissue,Mean,Std
patch_0037245.png,29.57,0.845,0.112
patch_0029782.png,25.83,0.839,0.127
patch_0032969.png,12.24,0.879,0.084
patch_0005552.png,21.8,0.84,0.112
patch_0005920.png,17.2,0.878,0.07
patch_0009947.png,24.05,0.818,0.159
patch_0009535.png,66.82,0.564,0.284
patch_0029025.png,95.54,0.44,0.223
patch_0037990.png,13.63,0.851,0.13
patch_0025042.png,41.44,0.794,0.143
patch_0017755.png,89.98,0.432,0.252
patch_0036877.png,26.8,0.843,0.152
patch_0016115.png,79.77,0.578,0.248
patch_0024602.png,98.87,0.429,0.212
patch_0028665.png,17.35,0.859,0.095
patch_0039577.png,33.98,0.822,0.112
patch_0007207.png,13.5,0.887,0.085
patch_0002559.png,65.03,0.748,0.127
patch_0035510.png,16.27,0.859,0.088
patch_0022049.png,57.42,0.668,0.259
patch_0027717.png,23.81,0.835,0.142
patch_0019067.png,77.92,0.72,0.154
patch_0034350.png,12.63,0.896,0.061
patch_0003319.png,52.32,0.811,0.124
patch_0018180.png,22.29,0.849,0.059
patch_0006835.png,17.46,0.854,0.069
patch_0038337.png,22.12,0.841,0.147
patch_0034885.png,10.05,0.889,0.06
patch_0038490.png,26.24,0.82,0.15
patch_0014640.png,16.09,0.877,0.14
patch_0023609.png,45.06,0.821,0.155
patch_0036064.png,14.83,0.847,0.075
patch_0024263.png,45.36,0.851,0.123
patch_0016574.png,27.0,0.758,0.266
patch_0037624.png,17.53,0.844,0.103
patch_0009154.png,12.2,0.885,0.082
patch_0005694.png,49.91,0.738,0.214
patch_0037183.png,26.45,0.839,0.099
patch_0029444.png,21.58,0.831,0.128
patch_0029836.png,30.96,0.883,0.075
patch_0017334.png,41.62,0.859,0.112
patch_0025851.png,25.02,0.857,0.118
patch_0025423.png,39.3,0.867,0.095
patch_0012818.png,10.67,0.871,0.065
patch_0006026.png,31.4,0.821,0.103
patch_0018993.png,17.7,0.895,0.087
patch_0003778.png,12.79,0.865,0.063
