Patch_name,Percentage_of_tissue,Mean,Std
patch_0055754.png,97.59,0.608,0.244
patch_0038231.png,61.12,0.871,0.086
patch_0031508.png,79.83,0.785,0.19
patch_0018086.png,75.77,0.874,0.096
patch_0006541.png,99.46,0.868,0.085
patch_0006933.png,50.7,0.895,0.053
patch_0034256.png,97.83,0.695,0.194
patch_0059733.png,67.76,0.868,0.101
patch_0014746.png,77.78,0.885,0.065
patch_0038596.png,77.38,0.816,0.15
patch_0011018.png,82.57,0.893,0.056
patch_0026051.png,54.78,0.882,0.078
patch_0018721.png,66.55,0.874,0.088
patch_0059094.png,99.53,0.757,0.174
patch_0034983.png,77.87,0.822,0.18
patch_0047553.png,36.71,0.9,0.055
patch_0047921.png,99.45,0.605,0.214
patch_0058173.png,89.21,0.827,0.143
patch_0035416.png,54.66,0.866,0.093
patch_0035864.png,80.29,0.766,0.209
patch_0007301.png,80.32,0.888,0.063
patch_0030348.png,93.0,0.709,0.213
patch_0039803.png,65.98,0.854,0.106
patch_0039471.png,83.03,0.838,0.119
patch_0054114.png,22.2,0.901,0.068
patch_0046313.png,77.7,0.765,0.194
patch_0019161.png,58.98,0.884,0.062
patch_0027611.png,73.26,0.839,0.117
patch_0010658.png,84.62,0.881,0.073
patch_0015106.png,93.12,0.861,0.1
patch_0036971.png,85.07,0.794,0.174
patch_0036503.png,37.17,0.879,0.114
patch_0004214.png,20.02,0.901,0.054
patch_0060048.png,95.51,0.652,0.251
patch_0057001.png,99.97,0.787,0.154
patch_0008273.png,65.8,0.89,0.055
patch_0045206.png,99.24,0.603,0.234
patch_0028763.png,54.8,0.875,0.093
patch_0040558.png,30.64,0.891,0.079
patch_0033988.png,98.84,0.73,0.183
patch_0024704.png,68.04,0.877,0.077
patch_0049261.png,82.21,0.811,0.15
patch_0016013.png,91.3,0.835,0.13
patch_0009433.png,41.98,0.898,0.051
patch_0009841.png,92.87,0.863,0.093
patch_0056641.png,43.54,0.896,0.052
patch_0061608.png,47.35,0.843,0.151
patch_0048386.png,78.56,0.809,0.161
patch_0005826.png,81.21,0.858,0.104
patch_0005454.png,97.27,0.877,0.074
patch_0037343.png,99.56,0.662,0.214
patch_0029684.png,80.77,0.788,0.205
patch_0017653.png,71.84,0.881,0.068
patch_0048421.png,84.98,0.802,0.151
patch_0048853.png,75.09,0.756,0.201
patch_0025144.png,95.81,0.835,0.132
patch_0041318.png,88.76,0.772,0.16
patch_0029123.png,95.81,0.742,0.189
patch_0044834.png,100.0,0.513,0.228
patch_0044446.png,62.87,0.86,0.093
patch_0037896.png,59.03,0.857,0.125
patch_0030729.png,99.95,0.649,0.225
patch_0007760.png,72.35,0.861,0.114
patch_0035077.png,49.16,0.86,0.115
