Patch_name,Percentage_of_tissue,Mean,Std
patch_0041089.png,99.42,0.824,0.108
patch_0068507.png,100.0,0.736,0.099
patch_0005062.png,97.93,0.852,0.078
patch_0086606.png,98.5,0.843,0.078
patch_0037775.png,100.0,0.864,0.06
patch_0102951.png,99.95,0.848,0.084
patch_0009005.png,98.57,0.566,0.175
patch_0053529.png,99.61,0.843,0.094
patch_0064912.png,99.87,0.823,0.068
patch_0076767.png,87.7,0.873,0.052
patch_0102284.png,99.73,0.842,0.091
patch_0098814.png,98.79,0.868,0.061
patch_0029515.png,22.56,0.892,0.058
patch_0017265.png,94.63,0.685,0.17
patch_0048017.png,99.48,0.794,0.074
patch_0012949.png,100.0,0.548,0.189
patch_0094873.png,50.11,0.873,0.069
patch_0024495.png,94.97,0.875,0.052
patch_0065320.png,52.37,0.878,0.077
patch_0016382.png,99.63,0.614,0.162
patch_0008645.png,99.92,0.361,0.225
patch_0028880.png,98.89,0.853,0.074
patch_0103363.png,99.53,0.862,0.067
patch_0099581.png,98.74,0.863,0.067
patch_0045197.png,99.98,0.81,0.114
patch_0087046.png,99.94,0.808,0.122
patch_0036135.png,99.86,0.809,0.137
patch_0077680.png,100.0,0.82,0.073
patch_0004622.png,99.86,0.818,0.098
patch_0082718.png,96.69,0.875,0.072
patch_0024332.png,99.56,0.85,0.087
patch_0057390.png,99.51,0.869,0.059
patch_0049657.png,95.06,0.866,0.075
patch_0016425.png,99.28,0.687,0.163
patch_0016857.png,99.91,0.864,0.073
patch_0065487.png,88.2,0.871,0.063
patch_0036692.png,93.56,0.869,0.066
patch_0045630.png,97.4,0.87,0.06
patch_0099226.png,99.73,0.843,0.09
patch_0028355.png,93.8,0.87,0.067
patch_0069892.png,99.41,0.845,0.092
patch_0004185.png,100.0,0.654,0.162
patch_0077127.png,98.93,0.849,0.103
patch_0063919.png,79.64,0.85,0.106
patch_0039047.png,98.81,0.85,0.082
patch_0096881.png,99.51,0.832,0.089
patch_0054950.png,83.32,0.878,0.051
