Patch_name,Percentage_of_tissue,Mean,Std
patch_0005771.png,10.83,0.889,0.104
patch_0009716.png,78.38,0.538,0.253
patch_0000788.png,23.13,0.844,0.159
patch_0012228.png,25.66,0.821,0.152
patch_0008156.png,11.38,0.895,0.083
patch_0004131.png,28.68,0.8,0.204
patch_0004696.png,11.79,0.882,0.157
patch_0007024.png,29.13,0.797,0.152
patch_0007783.png,29.5,0.801,0.201
patch_0006664.png,12.64,0.881,0.112
patch_0008945.png,26.33,0.831,0.173
patch_0008537.png,14.3,0.866,0.138
patch_0004550.png,12.45,0.889,0.104
patch_0013009.png,29.06,0.812,0.151
patch_0008290.png,10.7,0.896,0.092
patch_0005310.png,28.73,0.817,0.176
patch_0009377.png,12.45,0.873,0.113
patch_0012649.png,12.66,0.879,0.114
patch_0006205.png,18.63,0.865,0.118
patch_0003929.png,12.19,0.882,0.108
patch_0007445.png,35.43,0.799,0.142
patch_0007333.png,15.22,0.87,0.114
patch_0006901.png,16.57,0.859,0.124
patch_0006573.png,47.09,0.754,0.178
patch_0009873.png,10.12,0.892,0.12
patch_0009401.png,11.65,0.889,0.13
patch_0005466.png,24.25,0.841,0.15
patch_0005814.png,65.11,0.591,0.285
patch_0000338.png,18.54,0.87,0.104
patch_0008994.png,11.71,0.874,0.1
patch_0001578.png,13.05,0.868,0.117
patch_0004226.png,14.77,0.878,0.132
patch_0008241.png,32.01,0.791,0.185
patch_0011839.png,12.12,0.885,0.123
patch_0006112.png,25.09,0.781,0.192
patch_0007752.png,60.86,0.694,0.211
patch_0008187.png,14.47,0.886,0.109
patch_0004647.png,12.96,0.891,0.105
patch_0001119.png,12.92,0.895,0.085
patch_0008620.png,87.96,0.41,0.266
patch_0005007.png,20.31,0.874,0.124
patch_0005299.png,15.47,0.869,0.11
patch_0009559.png,20.82,0.862,0.136
patch_0001387.png,16.11,0.859,0.114
patch_0001420.png,15.46,0.872,0.119
patch_0001852.png,25.52,0.832,0.142
patch_0008319.png,16.81,0.858,0.114
patch_0013180.png,29.82,0.807,0.196
patch_0002292.png,11.67,0.899,0.111
patch_0010732.png,14.62,0.86,0.154
patch_0002947.png,19.16,0.858,0.125
patch_0002535.png,11.83,0.894,0.107
patch_0010095.png,10.55,0.864,0.127
patch_0011172.png,10.47,0.862,0.096
patch_0003375.png,11.38,0.888,0.096
patch_0006859.png,22.85,0.83,0.135
patch_0013246.png,50.8,0.716,0.23
patch_0001041.png,17.99,0.874,0.121
patch_0008778.png,25.88,0.805,0.157
patch_0012874.png,10.37,0.897,0.095
patch_0012406.png,19.68,0.85,0.139
patch_0009138.png,16.17,0.861,0.156
patch_0000601.png,21.48,0.838,0.155
patch_0011513.png,17.59,0.869,0.156
patch_0011961.png,26.25,0.824,0.171
patch_0003714.png,43.59,0.758,0.157
patch_0010353.png,23.52,0.835,0.146
patch_0010886.png,10.08,0.895,0.085
patch_0002622.png,11.09,0.891,0.109
patch_0010425.png,33.71,0.78,0.203
patch_0010857.png,19.21,0.851,0.158
patch_0003062.png,58.47,0.643,0.278
patch_0011265.png,18.0,0.845,0.155
patch_0005629.png,14.87,0.872,0.11
patch_0000177.png,18.59,0.883,0.091
patch_0012370.png,25.24,0.845,0.174
patch_0013297.png,25.66,0.838,0.156
patch_0001737.png,12.32,0.889,0.109
patch_0004069.png,25.05,0.822,0.144
patch_0001090.png,10.56,0.896,0.086
patch_0003871.png,20.56,0.849,0.127
patch_0006888.png,55.38,0.601,0.322
patch_0011604.png,14.35,0.876,0.119
patch_0002243.png,17.29,0.883,0.106
patch_0010044.png,22.35,0.811,0.212
patch_0002996.png,61.54,0.617,0.277
patch_0004408.png,10.89,0.896,0.106
patch_0001356.png,17.74,0.861,0.145
patch_0013151.png,61.52,0.699,0.196
patch_0001883.png,35.16,0.811,0.175
patch_0000516.png,26.59,0.83,0.148
patch_0000964.png,12.43,0.897,0.095
patch_0005248.png,17.22,0.872,0.115
patch_0012711.png,17.6,0.85,0.138
patch_0009588.png,13.89,0.882,0.119
patch_0010973.png,12.86,0.864,0.128
patch_0010501.png,13.38,0.853,0.133
patch_0007058.png,24.51,0.853,0.124
patch_0011341.png,13.43,0.849,0.133
patch_0003146.png,33.25,0.808,0.153
patch_0006618.png,20.68,0.839,0.135
