Patch_name,Percentage_of_tissue,Mean,Std
patch_0034424.png,100.0,0.178,0.149
patch_0047486.png,20.84,0.837,0.131
patch_0006333.png,55.0,0.653,0.249
patch_0018153.png,47.47,0.719,0.188
patch_0014134.png,32.78,0.768,0.241
patch_0051038.png,32.38,0.807,0.177
patch_0039203.png,16.94,0.889,0.075
patch_0007573.png,28.1,0.783,0.226
patch_0007901.png,15.75,0.741,0.196
patch_0043598.png,12.19,0.902,0.099
patch_0035264.png,93.09,0.594,0.146
patch_0046561.png,60.92,0.701,0.164
patch_0046913.png,14.59,0.864,0.158
patch_0008873.png,19.03,0.873,0.113
patch_0013698.png,18.3,0.853,0.13
patch_0001338.png,33.35,0.768,0.104
patch_0036371.png,94.93,0.563,0.168
patch_0021628.png,46.64,0.639,0.178
patch_0024176.png,49.29,0.612,0.166
patch_0049861.png,20.43,0.849,0.13
patch_0045806.png,16.99,0.876,0.128
patch_0045474.png,59.36,0.699,0.082
patch_0028111.png,23.26,0.806,0.211
patch_0044593.png,13.5,0.886,0.125
patch_0005226.png,18.5,0.73,0.154
patch_0025091.png,13.13,0.88,0.11
patch_0048986.png,15.17,0.862,0.078
patch_0017786.png,12.9,0.876,0.114
patch_0037296.png,75.34,0.575,0.19
patch_0044234.png,82.55,0.513,0.24
patch_0041918.png,33.91,0.804,0.167
patch_0048253.png,10.04,0.896,0.103
patch_0025736.png,68.35,0.593,0.139
patch_0017021.png,20.81,0.901,0.056
patch_0009994.png,39.13,0.689,0.327
patch_0039662.png,53.76,0.758,0.131
patch_0022889.png,66.56,0.682,0.174
patch_0051459.png,20.52,0.858,0.092
patch_0035605.png,93.72,0.619,0.167
patch_0010839.png,19.26,0.856,0.153
patch_0027870.png,85.59,0.673,0.097
patch_0015315.png,62.2,0.647,0.208
patch_0046100.png,20.1,0.835,0.164
patch_0006752.png,31.17,0.742,0.13
patch_0034045.png,44.82,0.653,0.142
patch_0050219.png,20.58,0.842,0.205
patch_0038022.png,98.78,0.277,0.189
patch_0018940.png,27.93,0.788,0.185
patch_0014927.png,15.28,0.854,0.155
patch_0014555.png,58.68,0.723,0.164
patch_0038785.png,23.51,0.724,0.198
patch_0029497.png,11.71,0.898,0.085
patch_0000119.png,40.4,0.759,0.178
patch_0037150.png,58.93,0.685,0.217
patch_0009620.png,21.34,0.81,0.168
patch_0048195.png,51.24,0.702,0.273
patch_0044655.png,43.24,0.695,0.198
patch_0029330.png,13.48,0.885,0.133
patch_0020409.png,17.91,0.847,0.128
patch_0009187.png,11.46,0.715,0.122
patch_0017440.png,15.45,0.87,0.152
patch_0017832.png,11.07,0.878,0.125
patch_0025357.png,47.92,0.694,0.226
patch_0036710.png,19.31,0.9,0.061
patch_0001759.png,14.49,0.825,0.14
patch_0004007.png,10.25,0.868,0.134
patch_0024517.png,10.56,0.864,0.138
patch_0016200.png,100.0,0.156,0.117
patch_0021249.png,100.0,0.172,0.11
patch_0028902.png,20.71,0.82,0.197
patch_0045015.png,15.7,0.891,0.086
patch_0001788.png,97.0,0.564,0.146
patch_0028206.png,14.96,0.842,0.113
patch_0049704.png,36.92,0.793,0.18
patch_0024261.png,17.67,0.827,0.159
patch_0016576.png,10.46,0.875,0.138
patch_0016904.png,29.06,0.796,0.193
patch_0036066.png,85.77,0.44,0.215
patch_0033738.png,84.73,0.578,0.177
patch_0004771.png,17.48,0.852,0.101
patch_0008716.png,18.37,0.718,0.173
patch_0021298.png,92.05,0.487,0.197
patch_0025421.png,98.94,0.315,0.174
patch_0005696.png,48.79,0.602,0.208
patch_0037181.png,99.95,0.478,0.155
patch_0044123.png,28.32,0.834,0.082
patch_0029834.png,85.68,0.633,0.128
patch_0009156.png,17.37,0.782,0.1
patch_0053808.png,25.87,0.834,0.185
patch_0025386.png,22.16,0.838,0.199
patch_0014223.png,97.9,0.433,0.195
patch_0018244.png,20.42,0.856,0.115
patch_0047036.png,10.74,0.88,0.085
patch_0034094.png,48.28,0.8,0.115
patch_0014584.png,48.52,0.738,0.119
patch_0038754.png,19.7,0.862,0.138
patch_0018991.png,24.23,0.851,0.134
patch_0027374.png,17.92,0.768,0.15
patch_0015463.png,42.83,0.8,0.146
patch_0022858.png,22.19,0.833,0.172
patch_0035173.png,33.68,0.759,0.176
patch_0007664.png,41.59,0.745,0.221
patch_0039114.png,50.9,0.61,0.181
patch_0012009.png,92.02,0.551,0.179
patch_0048957.png,27.67,0.769,0.147
patch_0029027.png,74.5,0.661,0.166
patch_0009537.png,100.0,0.21,0.138
patch_0009945.png,28.84,0.782,0.183
patch_0037247.png,79.86,0.601,0.185
patch_0029780.png,29.16,0.496,0.122
patch_0032519.png,50.49,0.639,0.263
patch_0028667.png,74.07,0.7,0.092
patch_0016117.png,44.27,0.82,0.143
patch_0049365.png,39.18,0.77,0.185
patch_0013649.png,11.05,0.862,0.101
patch_0033359.png,100.0,0.504,0.103
patch_0036875.png,44.85,0.713,0.199
patch_0008377.png,49.74,0.678,0.239
patch_0043549.png,92.25,0.405,0.262
patch_0019065.png,98.14,0.338,0.192
patch_0030999.png,94.2,0.549,0.238
patch_0015002.png,59.09,0.746,0.119
patch_0007205.png,29.34,0.858,0.1
patch_0002929.png,18.23,0.844,0.165
patch_0035512.png,22.15,0.85,0.155
patch_0035960.png,38.61,0.812,0.174
