Patch_name,Percentage_of_tissue,Mean,Std
patch_0050788.png,88.56,0.857,0.074
patch_0014763.png,98.14,0.557,0.25
patch_0026074.png,30.37,0.894,0.095
patch_0042228.png,86.53,0.825,0.111
patch_0018704.png,88.36,0.703,0.214
patch_0047576.png,77.98,0.81,0.161
patch_0047904.png,97.7,0.721,0.201
patch_0038214.png,62.2,0.824,0.144
patch_0055771.png,87.76,0.735,0.182
patch_0006564.png,62.45,0.708,0.262
patch_0006916.png,95.11,0.688,0.183
patch_0059716.png,64.85,0.859,0.11
patch_0034273.png,94.28,0.795,0.152
patch_0046336.png,80.8,0.815,0.157
patch_0035394.png,28.32,0.88,0.127
patch_0007483.png,89.99,0.558,0.264
patch_0019144.png,82.69,0.66,0.245
patch_0043468.png,98.39,0.589,0.236
patch_0054696.png,73.43,0.866,0.061
patch_0027634.png,97.67,0.756,0.144
patch_0015123.png,94.29,0.725,0.197
patch_0035433.png,95.24,0.603,0.23
patch_0046491.png,23.59,0.883,0.123
patch_0035841.png,71.5,0.779,0.185
patch_0058156.png,55.73,0.884,0.069
patch_0002808.png,96.61,0.675,0.204
patch_0007324.png,97.76,0.66,0.217
patch_0027193.png,94.08,0.806,0.108
patch_0054131.png,74.15,0.863,0.105
patch_0039826.png,71.95,0.683,0.255
patch_0039454.png,53.72,0.849,0.123
patch_0015684.png,74.66,0.677,0.252
patch_0028746.png,97.88,0.846,0.079
patch_0036281.png,68.47,0.841,0.116
patch_0045223.png,95.17,0.753,0.164
patch_0004596.png,94.11,0.487,0.292
patch_0013768.png,96.88,0.647,0.231
patch_0049244.png,97.74,0.339,0.277
patch_0024721.png,98.47,0.761,0.15
patch_0057783.png,73.28,0.787,0.148
patch_0016036.png,95.1,0.607,0.249
patch_0008983.png,93.36,0.688,0.216
patch_0036954.png,94.8,0.713,0.177
patch_0045584.png,52.32,0.872,0.093
patch_0036526.png,96.66,0.812,0.114
patch_0033278.png,86.51,0.651,0.25
patch_0004231.png,91.37,0.671,0.221
patch_0057024.png,61.5,0.87,0.103
patch_0024086.png,59.0,0.795,0.189
patch_0049991.png,41.36,0.874,0.097
patch_0008256.png,78.47,0.874,0.064
patch_0017676.png,99.24,0.863,0.07
patch_0025161.png,66.16,0.867,0.088
patch_0048404.png,45.22,0.894,0.064
patch_0012128.png,91.03,0.822,0.106
patch_0048876.png,90.52,0.812,0.119
patch_0044811.png,62.72,0.776,0.206
patch_0044463.png,38.67,0.832,0.173
patch_0000488.png,83.31,0.664,0.234
patch_0029106.png,99.5,0.768,0.151
patch_0009416.png,96.01,0.739,0.173
patch_0020198.png,96.41,0.774,0.137
patch_0009864.png,98.63,0.759,0.152
patch_0056664.png,52.5,0.82,0.161
patch_0005803.png,66.04,0.742,0.22
patch_0005471.png,98.7,0.635,0.209
patch_0032438.png,86.05,0.677,0.206
patch_0037366.png,97.61,0.726,0.174
patch_0019525.png,91.06,0.657,0.224
patch_0043009.png,98.89,0.674,0.202
patch_0019957.png,98.41,0.623,0.233
patch_0046757.png,44.2,0.743,0.3
patch_0058290.png,41.33,0.876,0.083
patch_0022979.png,91.11,0.809,0.122
patch_0015930.png,82.72,0.674,0.227
patch_0015542.png,99.11,0.831,0.095
patch_0027255.png,86.68,0.348,0.33
patch_0039792.png,51.1,0.799,0.195
patch_0007745.png,85.28,0.701,0.196
patch_0019282.png,29.29,0.834,0.204
patch_0058537.png,46.36,0.878,0.083
patch_0035052.png,56.46,0.805,0.184
patch_0039035.png,75.66,0.681,0.259
patch_0054922.png,62.07,0.727,0.258
patch_0027980.png,97.6,0.575,0.249
patch_0054550.png,23.79,0.887,0.13
patch_0026867.png,91.82,0.584,0.263
patch_0026415.png,66.87,0.832,0.127
patch_0014302.png,79.99,0.799,0.126
patch_0047117.png,68.62,0.709,0.239
patch_0042649.png,87.68,0.504,0.295
patch_0018365.png,95.13,0.837,0.093
patch_0055310.png,76.09,0.662,0.262
patch_0038675.png,21.81,0.9,0.092
patch_0034612.png,43.93,0.804,0.215
patch_0059377.png,44.12,0.868,0.113
patch_0006105.png,42.21,0.781,0.241
patch_0061999.png,42.29,0.873,0.114
patch_0012549.png,24.2,0.881,0.138
patch_0025500.png,97.28,0.747,0.16
patch_0025972.png,100.0,0.738,0.19
patch_0017217.png,79.83,0.469,0.338
patch_0029915.png,99.19,0.839,0.102
patch_0029567.png,97.48,0.827,0.112
patch_0044002.png,45.35,0.869,0.104
patch_0056205.png,47.73,0.738,0.286
patch_0009077.png,59.0,0.808,0.168
patch_0053929.png,54.61,0.89,0.065
patch_0037707.png,97.15,0.658,0.215
patch_0032059.png,94.79,0.626,0.242
patch_0005010.png,76.1,0.492,0.354
patch_0045642.png,61.65,0.843,0.132
patch_0028327.png,82.07,0.433,0.295
patch_0008190.png,98.07,0.681,0.192
patch_0016457.png,98.26,0.441,0.265
patch_0016825.png,98.03,0.6,0.252
patch_0024340.png,76.88,0.731,0.208
patch_0013309.png,86.13,0.651,0.216
patch_0049625.png,66.52,0.888,0.06
patch_0004650.png,99.08,0.722,0.177
patch_0033619.png,99.05,0.458,0.292
patch_0028480.png,64.91,0.81,0.15
patch_0036147.png,76.89,0.649,0.263
patch_0008637.png,88.84,0.677,0.215
patch_0049182.png,97.75,0.842,0.079
patch_0057445.png,85.19,0.807,0.144
patch_0024895.png,88.74,0.823,0.114
patch_0057837.png,84.06,0.872,0.057
patch_0016486.png,98.59,0.616,0.234
patch_0008141.png,45.62,0.715,0.314
patch_0057333.png,81.39,0.81,0.174
patch_0024391.png,99.69,0.754,0.185
patch_0004126.png,88.9,0.683,0.211
patch_0001678.png,99.52,0.589,0.229
patch_0045693.png,81.39,0.702,0.216
patch_0036631.png,95.57,0.6,0.245
patch_0021368.png,63.02,0.615,0.351
patch_0016321.png,96.98,0.755,0.159
patch_0024436.png,99.16,0.759,0.154
patch_0057494.png,92.93,0.78,0.133
patch_0024844.png,55.56,0.78,0.21
patch_0049153.png,83.78,0.682,0.224
patch_0004681.png,98.12,0.784,0.125
patch_0036196.png,64.43,0.835,0.129
patch_0045134.png,96.35,0.84,0.101
patch_0028823.png,56.74,0.831,0.147
patch_0028451.png,60.29,0.737,0.246
patch_0037071.png,98.44,0.838,0.116
patch_0000038.png,95.29,0.686,0.239
patch_0005766.png,96.62,0.514,0.27
patch_0056573.png,67.11,0.864,0.093
patch_0056901.png,80.58,0.838,0.1
patch_0061948.png,54.68,0.889,0.075
patch_0012598.png,92.18,0.697,0.196
patch_0009701.png,96.95,0.69,0.184
patch_0029211.png,89.02,0.647,0.233
patch_0044774.png,96.82,0.864,0.088
patch_0032088.png,61.7,0.841,0.117
patch_0048713.png,49.97,0.832,0.16
patch_0025276.png,30.86,0.856,0.153
patch_0017561.png,90.84,0.629,0.245
patch_0017913.png,98.66,0.746,0.158
patch_0020528.png,76.38,0.704,0.217
patch_0034164.png,85.63,0.501,0.32
patch_0059401.png,44.29,0.881,0.084
patch_0059873.png,30.13,0.893,0.09
patch_0042698.png,98.69,0.606,0.229
patch_0006673.png,61.84,0.776,0.192
patch_0055814.png,82.93,0.865,0.081
patch_0055466.png,96.49,0.767,0.165
patch_0038103.png,99.47,0.718,0.165
patch_0050338.png,76.33,0.796,0.147
patch_0047661.png,72.41,0.879,0.066
patch_0018413.png,76.72,0.719,0.213
patch_0018861.png,94.7,0.574,0.253
patch_0026363.png,34.06,0.865,0.153
patch_0014806.png,97.74,0.789,0.143
patch_0014474.png,83.95,0.713,0.226
patch_0015593.png,98.88,0.703,0.174
patch_0051578.png,83.72,0.755,0.181
patch_0039743.png,55.07,0.766,0.215
patch_0027284.png,96.65,0.699,0.204
patch_0054226.png,47.29,0.897,0.069
patch_0007033.png,96.21,0.489,0.278
patch_0019986.png,94.23,0.474,0.305
patch_0058241.png,55.23,0.861,0.104
patch_0035724.png,92.86,0.866,0.056
patch_0046786.png,19.41,0.878,0.147
patch_0015234.png,28.63,0.827,0.216
patch_0027951.png,96.78,0.615,0.23
patch_0054581.png,98.94,0.766,0.198
patch_0027523.png,62.16,0.832,0.129
patch_0010918.png,91.01,0.775,0.165
patch_0019253.png,100.0,0.413,0.309
patch_0007794.png,97.28,0.702,0.19
patch_0046021.png,49.49,0.881,0.098
patch_0035083.png,41.22,0.827,0.178
patch_0058994.png,62.6,0.877,0.068
patch_0005307.png,82.96,0.654,0.251
patch_0000459.png,82.67,0.692,0.23
patch_0037862.png,99.85,0.425,0.271
patch_0037410.png,83.53,0.749,0.168
patch_0009360.png,98.94,0.755,0.161
patch_0056112.png,86.78,0.876,0.057
patch_0041839.png,96.15,0.771,0.165
patch_0044315.png,50.47,0.792,0.208
patch_0029670.png,96.67,0.804,0.124
patch_0020149.png,96.06,0.671,0.207
patch_0017100.png,74.2,0.698,0.241
