Patch_name,Percentage_of_tissue,Mean,Std
patch_0019858.png,98.9,0.863,0.092
patch_0010313.png,28.69,0.889,0.07
patch_0022876.png,96.21,0.547,0.278
patch_0022404.png,90.46,0.712,0.25
patch_0002114.png,93.69,0.811,0.162
patch_0023244.png,98.69,0.52,0.274
patch_0011921.png,99.57,0.846,0.102
patch_0011553.png,99.83,0.458,0.269
patch_0023991.png,98.26,0.721,0.226
patch_0003754.png,99.27,0.777,0.182
patch_0020351.png,100.0,0.158,0.196
patch_0017318.png,99.91,0.598,0.261
patch_0012446.png,99.93,0.801,0.15
patch_0012834.png,83.47,0.874,0.083
patch_0020884.png,99.69,0.466,0.264
patch_0009178.png,99.82,0.63,0.291
patch_0013206.png,99.73,0.74,0.148
patch_0016558.png,69.75,0.862,0.107
patch_0021511.png,96.58,0.764,0.187
patch_0021963.png,98.5,0.843,0.116
patch_0008738.png,98.85,0.641,0.222
patch_0011132.png,46.64,0.885,0.06
patch_0023625.png,97.5,0.597,0.259
patch_0003492.png,95.49,0.792,0.139
patch_0011695.png,100.0,0.577,0.293
patch_0023182.png,99.94,0.242,0.248
patch_0003335.png,99.36,0.513,0.278
patch_0006819.png,99.84,0.814,0.151
patch_0022065.png,98.52,0.682,0.22
patch_0010772.png,98.86,0.77,0.187
patch_0002575.png,46.09,0.86,0.121
patch_0002907.png,48.88,0.831,0.156
patch_0004499.png,97.89,0.799,0.158
patch_0021170.png,100.0,0.165,0.211
patch_0016139.png,99.64,0.787,0.152
patch_0013667.png,98.78,0.656,0.239
patch_0001812.png,98.98,0.811,0.152
patch_0008359.png,69.92,0.782,0.23
patch_0012027.png,92.61,0.492,0.292
patch_0017779.png,99.48,0.667,0.213
patch_0020730.png,99.79,0.738,0.213
patch_0012780.png,98.14,0.844,0.124
patch_0009519.png,99.87,0.823,0.12
patch_0020097.png,100.0,0.357,0.256
patch_0000220.png,11.49,0.846,0.099
patch_0005208.png,99.03,0.706,0.225
patch_0012751.png,99.52,0.785,0.158
patch_0020046.png,60.55,0.863,0.093
patch_0004448.png,98.92,0.807,0.142
patch_0001316.png,43.93,0.637,0.302
patch_0021606.png,100.0,0.508,0.268
patch_0008388.png,86.59,0.838,0.12
patch_0013111.png,80.02,0.873,0.09
patch_0002203.png,98.47,0.631,0.257
patch_0022713.png,98.82,0.642,0.251
patch_0010004.png,100.0,0.198,0.23
patch_0003443.png,97.7,0.76,0.204
patch_0003831.png,97.79,0.739,0.228
