Patch_name,Percentage_of_tissue,Mean,Std
patch_0019521.png,100.0,0.239,0.232
patch_0019953.png,96.99,0.721,0.18
patch_0010218.png,96.32,0.828,0.087
patch_0027251.png,94.98,0.694,0.203
patch_0015546.png,96.51,0.688,0.177
patch_0019286.png,98.36,0.682,0.17
patch_0007741.png,97.1,0.807,0.115
patch_0027984.png,94.68,0.709,0.189
patch_0014306.png,96.62,0.775,0.128
patch_0026863.png,57.03,0.875,0.069
patch_0026411.png,98.94,0.638,0.193
patch_0011458.png,98.9,0.561,0.194
patch_0018361.png,99.27,0.682,0.184
patch_0006101.png,98.36,0.675,0.174
patch_0017213.png,100.0,0.312,0.246
patch_0025504.png,97.42,0.794,0.11
patch_0025976.png,98.37,0.731,0.154
patch_0009073.png,99.17,0.725,0.159
patch_0005014.png,94.2,0.808,0.13
patch_0024344.png,97.3,0.787,0.096
patch_0016453.png,95.26,0.583,0.198
patch_0016821.png,95.34,0.661,0.191
patch_0008194.png,92.1,0.819,0.112
patch_0021868.png,96.2,0.854,0.077
patch_0004654.png,99.95,0.715,0.147
patch_0024891.png,95.87,0.746,0.158
patch_0008633.png,91.71,0.494,0.239
patch_0011039.png,95.7,0.796,0.114
patch_0014767.png,99.23,0.582,0.196
patch_0003599.png,92.79,0.834,0.1
patch_0018700.png,100.0,0.799,0.095
patch_0023089.png,93.42,0.719,0.175
patch_0006560.png,99.22,0.58,0.21
patch_0006912.png,96.14,0.459,0.237
patch_0019140.png,96.72,0.799,0.115
patch_0007487.png,98.79,0.746,0.141
patch_0015127.png,100.0,0.205,0.236
patch_0027630.png,91.82,0.715,0.175
patch_0010679.png,87.38,0.682,0.182
patch_0007320.png,91.96,0.637,0.185
patch_0015680.png,18.55,0.882,0.051
patch_0027197.png,96.94,0.683,0.162
patch_0004592.png,96.39,0.808,0.113
patch_0008987.png,98.58,0.791,0.126
patch_0016032.png,95.94,0.857,0.063
patch_0024725.png,98.11,0.774,0.141
patch_0004235.png,98.25,0.627,0.205
patch_0001919.png,99.41,0.744,0.191
patch_0016795.png,99.56,0.835,0.086
patch_0008252.png,100.0,0.183,0.216
patch_0024082.png,96.33,0.648,0.196
patch_0025165.png,85.81,0.777,0.146
patch_0009412.png,97.38,0.678,0.163
patch_0009860.png,98.24,0.727,0.134
patch_0005807.png,95.13,0.735,0.152
patch_0005475.png,97.09,0.731,0.148
patch_0005303.png,99.55,0.843,0.071
patch_0009364.png,98.19,0.548,0.222
patch_0025613.png,96.02,0.64,0.187
patch_0017104.png,97.12,0.779,0.141
patch_0008524.png,97.33,0.745,0.155
patch_0008956.png,96.02,0.82,0.112
patch_0004931.png,99.09,0.631,0.254
patch_0004543.png,95.54,0.83,0.096
patch_0008283.png,98.97,0.698,0.171
patch_0016744.png,99.95,0.463,0.249
patch_0024053.png,97.71,0.746,0.146
patch_0028034.png,96.0,0.531,0.245
patch_0007456.png,97.23,0.73,0.162
patch_0007824.png,97.74,0.629,0.184
patch_0019191.png,97.09,0.783,0.147
patch_0002308.png,96.06,0.86,0.064
patch_0022618.png,95.14,0.817,0.094
patch_0015651.png,96.87,0.678,0.173
patch_0027146.png,96.15,0.786,0.115
patch_0019636.png,95.97,0.762,0.153
patch_0003548.png,92.23,0.551,0.235
patch_0006216.png,99.91,0.536,0.206
patch_0018076.png,96.15,0.773,0.14
patch_0026706.png,93.7,0.765,0.152
patch_0014011.png,99.29,0.737,0.148
patch_0023058.png,98.16,0.667,0.207
patch_0024395.png,98.96,0.838,0.091
patch_0008145.png,95.19,0.776,0.125
patch_0004122.png,99.15,0.798,0.096
patch_0013809.png,97.93,0.709,0.166
patch_0024432.png,100.0,0.585,0.209
patch_0024840.png,90.24,0.799,0.13
patch_0016325.png,98.51,0.656,0.193
patch_0004685.png,89.04,0.616,0.22
patch_0005762.png,98.03,0.759,0.146
patch_0009705.png,94.99,0.783,0.127
patch_0017565.png,97.33,0.751,0.14
patch_0025272.png,91.97,0.838,0.095
patch_0006677.png,99.19,0.734,0.144
patch_0003129.png,98.12,0.749,0.134
patch_0018417.png,99.63,0.495,0.247
patch_0018865.png,98.07,0.719,0.147
patch_0023439.png,100.0,0.813,0.083
patch_0014802.png,97.98,0.738,0.136
patch_0014470.png,100.0,0.193,0.225
patch_0026367.png,96.46,0.848,0.073
patch_0027280.png,97.53,0.778,0.141
patch_0015597.png,97.18,0.785,0.117
patch_0002769.png,96.21,0.827,0.093
patch_0019982.png,98.34,0.741,0.146
patch_0007037.png,97.46,0.731,0.145
patch_0027955.png,91.86,0.708,0.191
patch_0015230.png,98.02,0.832,0.076
patch_0007790.png,95.48,0.547,0.213
