Patch_name,Percentage_of_tissue,Mean,Std
patch_0014717.png,48.31,0.875,0.079
patch_0079272.png,57.36,0.853,0.098
patch_0011049.png,22.86,0.901,0.073
patch_0026000.png,51.61,0.862,0.1
patch_0075215.png,57.14,0.837,0.139
patch_0018770.png,85.64,0.842,0.13
patch_0070939.png,71.18,0.829,0.133
patch_0047502.png,40.84,0.89,0.082
patch_0047970.png,16.53,0.891,0.05
patch_0067012.png,67.18,0.833,0.132
patch_0055705.png,39.05,0.869,0.082
patch_0042989.png,85.54,0.836,0.123
patch_0080858.png,87.55,0.825,0.119
patch_0031559.png,33.74,0.891,0.077
patch_0006510.png,87.41,0.636,0.277
patch_0006962.png,35.32,0.894,0.061
patch_0034207.png,35.49,0.877,0.084
patch_0085374.png,48.04,0.891,0.051
patch_0046342.png,79.92,0.844,0.126
patch_0084293.png,85.85,0.813,0.131
patch_0019130.png,68.54,0.871,0.078
patch_0074455.png,65.96,0.858,0.091
patch_0007885.png,16.05,0.885,0.09
patch_0074827.png,42.24,0.862,0.122
patch_0027640.png,16.67,0.871,0.182
patch_0039387.png,34.09,0.882,0.066
patch_0010609.png,13.98,0.897,0.066
patch_0078840.png,75.47,0.807,0.168
patch_0078432.png,63.14,0.824,0.142
patch_0015157.png,91.16,0.868,0.092
patch_0058122.png,70.25,0.838,0.124
patch_0046897.png,30.31,0.892,0.072
patch_0084946.png,93.85,0.831,0.116
patch_0035447.png,57.91,0.878,0.074
patch_0035835.png,53.44,0.885,0.066
patch_0030319.png,71.38,0.841,0.14
patch_0019697.png,39.56,0.889,0.052
patch_0039852.png,83.85,0.685,0.243
patch_0039420.png,27.92,0.891,0.055
patch_0054145.png,79.74,0.854,0.093
patch_0066652.png,71.65,0.844,0.112
patch_0078395.png,63.98,0.789,0.201
patch_0045257.png,38.53,0.877,0.101
patch_0028732.png,69.9,0.849,0.144
patch_0069087.png,80.43,0.84,0.099
patch_0040509.png,71.15,0.792,0.2
patch_0077932.png,34.71,0.877,0.065
patch_0004990.png,33.05,0.888,0.069
patch_0077540.png,27.53,0.885,0.061
patch_0024755.png,28.62,0.888,0.075
patch_0049230.png,96.97,0.787,0.175
patch_0008585.png,39.97,0.88,0.135
patch_0016042.png,29.13,0.882,0.107
patch_0001969.png,29.32,0.879,0.079
patch_0028095.png,34.0,0.894,0.087
patch_0036920.png,41.52,0.88,0.063
patch_0036552.png,48.04,0.869,0.096
patch_0045982.png,26.71,0.886,0.101
patch_0069720.png,98.97,0.821,0.108
patch_0060019.png,60.4,0.853,0.11
patch_0049597.png,71.1,0.865,0.082
patch_0057050.png,77.17,0.85,0.104
patch_0065747.png,49.58,0.867,0.072
patch_0008222.png,54.44,0.875,0.098
patch_0048470.png,73.24,0.829,0.138
patch_0048802.png,97.63,0.624,0.298
patch_0025115.png,45.07,0.878,0.079
patch_0076300.png,69.2,0.849,0.097
patch_0041349.png,48.63,0.874,0.078
patch_0083298.png,98.65,0.826,0.114
patch_0044865.png,21.55,0.887,0.083
patch_0044417.png,28.21,0.877,0.092
patch_0009462.png,62.31,0.875,0.08
patch_0009810.png,17.51,0.901,0.052
patch_0064107.png,83.32,0.816,0.129
patch_0056610.png,16.92,0.9,0.085
patch_0061659.png,80.5,0.851,0.092
patch_0005877.png,71.13,0.865,0.096
patch_0005405.png,63.56,0.855,0.118
patch_0086261.png,35.29,0.869,0.084
patch_0037312.png,41.39,0.883,0.078
patch_0074034.png,97.8,0.787,0.153
patch_0019551.png,26.28,0.891,0.059
patch_0019923.png,64.18,0.867,0.098
patch_0035781.png,45.9,0.827,0.192
patch_0015944.png,49.51,0.888,0.069
patch_0066594.png,86.4,0.818,0.137
patch_0078053.png,80.21,0.774,0.191
patch_0010268.png,77.81,0.689,0.28
patch_0054283.png,37.24,0.882,0.066
patch_0030778.png,34.73,0.883,0.081
patch_0007731.png,23.14,0.882,0.093
patch_0074793.png,74.44,0.81,0.157
patch_0035026.png,55.18,0.828,0.161
patch_0046084.png,96.32,0.83,0.122
patch_0084155.png,30.46,0.869,0.093
patch_0058543.png,64.51,0.872,0.064
patch_0058931.png,42.34,0.879,0.054
patch_0015291.png,16.04,0.896,0.071
patch_0066233.png,89.07,0.825,0.109
patch_0027586.png,25.53,0.894,0.05
patch_0054956.png,51.05,0.865,0.093
patch_0054524.png,74.28,0.856,0.096
patch_0039041.png,34.3,0.883,0.07
patch_0026813.png,90.39,0.84,0.141
patch_0026461.png,84.12,0.839,0.129
patch_0011428.png,66.76,0.863,0.126
patch_0079613.png,40.26,0.866,0.108
patch_0014376.png,21.06,0.895,0.067
patch_0047163.png,68.29,0.852,0.106
patch_0018311.png,45.18,0.882,0.072
patch_0075674.png,17.82,0.888,0.056
patch_0038601.png,42.73,0.875,0.081
patch_0067473.png,13.01,0.9,0.058
patch_0023498.png,29.72,0.875,0.118
patch_0050848.png,47.36,0.875,0.075
patch_0059303.png,37.99,0.881,0.071
patch_0034666.png,100.0,0.448,0.235
patch_0085715.png,76.41,0.821,0.117
patch_0006171.png,51.31,0.876,0.123
patch_0025574.png,86.06,0.861,0.094
patch_0025906.png,35.72,0.891,0.076
patch_0048011.png,44.2,0.875,0.101
patch_0053288.png,23.76,0.895,0.054
patch_0044076.png,60.46,0.847,0.121
patch_0029961.png,36.67,0.871,0.14
patch_0041728.png,25.77,0.892,0.054
patch_0076761.png,56.82,0.848,0.102
patch_0061238.png,46.04,0.871,0.106
patch_0056271.png,62.13,0.879,0.052
patch_0064566.png,68.07,0.856,0.082
patch_0064914.png,59.23,0.864,0.079
patch_0009003.png,13.51,0.901,0.052
patch_0073798.png,39.53,0.859,0.113
patch_0037773.png,65.02,0.834,0.154
patch_0005064.png,20.17,0.892,0.055
patch_0068973.png,91.09,0.757,0.182
patch_0068501.png,35.63,0.88,0.078
patch_0077121.png,52.43,0.861,0.092
patch_0040168.png,94.57,0.829,0.117
patch_0069894.png,35.6,0.877,0.069
patch_0028353.png,55.39,0.843,0.152
patch_0036694.png,52.89,0.89,0.074
patch_0045636.png,95.28,0.619,0.278
patch_0016423.png,38.14,0.874,0.098
patch_0065481.png,89.47,0.804,0.126
patch_0016851.png,59.28,0.874,0.11
patch_0021818.png,71.55,0.868,0.095
patch_0049651.png,79.85,0.842,0.114
patch_0057396.png,68.54,0.85,0.108
patch_0069341.png,84.9,0.786,0.156
patch_0077686.png,94.54,0.689,0.232
patch_0004624.png,19.54,0.902,0.051
patch_0045191.png,24.41,0.899,0.055
patch_0036133.png,70.74,0.873,0.075
patch_0028886.png,31.53,0.892,0.056
patch_0065326.png,69.58,0.835,0.108
patch_0016384.png,62.52,0.874,0.074
patch_0057431.png,40.3,0.883,0.093
patch_0057843.png,73.92,0.847,0.102
patch_0024493.png,44.66,0.888,0.066
patch_0008135.png,18.26,0.892,0.099
patch_0052419.png,80.51,0.86,0.087
patch_0016880.png,79.63,0.869,0.094
patch_0065822.png,75.11,0.842,0.103
patch_0057347.png,77.32,0.849,0.1
patch_0049680.png,42.86,0.876,0.06
patch_0082068.png,94.31,0.834,0.103
patch_0069845.png,54.61,0.862,0.095
patch_0069437.png,57.1,0.856,0.101
patch_0004152.png,14.01,0.899,0.078
patch_0036645.png,40.7,0.88,0.074
patch_0028382.png,32.6,0.845,0.186
patch_0016355.png,59.0,0.662,0.313
patch_0008692.png,31.8,0.893,0.054
patch_0049127.png,27.36,0.885,0.066
patch_0013879.png,18.71,0.895,0.066
patch_0057892.png,59.44,0.838,0.125
patch_0077657.png,66.19,0.781,0.204
patch_0069390.png,90.18,0.824,0.107
patch_0028425.png,43.82,0.878,0.088
patch_0045140.png,42.27,0.881,0.069
patch_0086176.png,73.49,0.801,0.142
patch_0037005.png,28.12,0.88,0.081
patch_0083628.png,86.68,0.435,0.358
patch_0068277.png,93.58,0.803,0.128
