Patch_name,Percentage_of_tissue,Mean,Std
patch_0001682.png,89.1,0.202,0.264
patch_0001125.png,67.01,0.361,0.347
patch_0002030.png,39.85,0.6,0.344
patch_0006689.png,55.21,0.598,0.129
patch_0001936.png,33.93,0.572,0.307
patch_0003915.png,99.86,0.492,0.182
patch_0000800.png,14.91,0.828,0.167
patch_0006658.png,13.15,0.791,0.08
patch_0001653.png,97.16,0.512,0.132
patch_0000013.png,16.83,0.658,0.271
patch_0000958.png,87.5,0.447,0.223
patch_0005274.png,10.23,0.725,0.12
patch_0008821.png,20.74,0.77,0.117
patch_0008453.png,19.26,0.685,0.232
patch_0004434.png,100.0,0.182,0.122
patch_0004393.png,100.0,0.403,0.132
patch_0007286.png,56.32,0.48,0.363
patch_0006361.png,99.91,0.488,0.112
patch_0003398.png,100.0,0.174,0.099
patch_0008032.png,15.15,0.753,0.16
patch_0007191.png,11.55,0.841,0.128
patch_0006076.png,100.0,0.304,0.108
patch_0005163.png,97.18,0.296,0.194
patch_0008744.png,22.06,0.808,0.134
patch_0007982.png,86.4,0.649,0.12
patch_0007257.png,11.0,0.747,0.102
patch_0004897.png,21.63,0.752,0.102
patch_0000989.png,58.83,0.61,0.22
patch_0005502.png,59.59,0.671,0.16
patch_0005970.png,14.73,0.825,0.092
patch_0000719.png,16.65,0.846,0.117
patch_0005047.png,10.19,0.687,0.118
patch_0004607.png,82.59,0.44,0.272
patch_0006294.png,100.0,0.361,0.149
patch_0001538.png,10.5,0.808,0.195
patch_0004266.png,100.0,0.242,0.081
patch_0005426.png,85.44,0.516,0.137
patch_0005381.png,32.17,0.773,0.134
patch_0005885.png,100.0,0.415,0.159
patch_0004510.png,23.8,0.748,0.282
patch_0005096.png,100.0,0.152,0.1
patch_0006183.png,72.79,0.616,0.199
patch_0006624.png,96.83,0.299,0.224
patch_0002203.png,61.2,0.624,0.228
patch_0008388.png,14.91,0.81,0.091
patch_0004448.png,85.13,0.59,0.121
patch_0001316.png,36.81,0.569,0.359
patch_0003022.png,100.0,0.617,0.077
patch_0005669.png,51.91,0.634,0.176
patch_0000641.png,29.02,0.747,0.252
patch_0001001.png,100.0,0.212,0.133
patch_0008738.png,10.02,0.828,0.093
patch_0002114.png,100.0,0.372,0.105
patch_0001460.png,88.86,0.56,0.138
patch_0004499.png,28.36,0.701,0.106
patch_0002575.png,41.57,0.679,0.189
patch_0007715.png,22.74,0.746,0.177
patch_0006293.png,79.45,0.55,0.161
patch_0005386.png,94.62,0.419,0.208
patch_0008206.png,83.4,0.317,0.269
patch_0005357.png,14.48,0.77,0.199
patch_0005882.png,39.47,0.729,0.097
patch_0006997.png,100.0,0.31,0.223
patch_0005091.png,28.32,0.771,0.169
patch_0008111.png,69.73,0.372,0.326
patch_0001628.png,94.95,0.38,0.217
patch_0006623.png,95.12,0.504,0.195
patch_0006184.png,98.65,0.479,0.184
patch_0003836.png,100.0,0.388,0.183
patch_0002204.png,99.49,0.309,0.192
patch_0007928.png,22.41,0.779,0.097
patch_0008428.png,42.67,0.569,0.213
patch_0002665.png,32.33,0.708,0.273
patch_0003782.png,96.34,0.359,0.168
patch_0000697.png,100.0,0.196,0.134
patch_0008049.png,99.92,0.357,0.175
patch_0004789.png,32.21,0.728,0.234
patch_0001006.png,83.85,0.559,0.101
patch_0000646.png,73.52,0.667,0.118
patch_0005118.png,69.06,0.505,0.159
patch_0002113.png,95.42,0.441,0.176
patch_0000580.png,94.34,0.638,0.127
patch_0005579.png,28.2,0.719,0.184
patch_0001467.png,92.56,0.559,0.125
patch_0001815.png,78.34,0.425,0.248
patch_0004339.png,61.03,0.504,0.289
patch_0002572.png,37.22,0.639,0.164
patch_0003495.png,47.63,0.687,0.125
patch_0003332.png,43.6,0.7,0.255
patch_0001122.png,83.55,0.203,0.259
patch_0000762.png,21.66,0.839,0.05
patch_0006129.png,20.57,0.809,0.142
patch_0003677.png,52.33,0.728,0.089
patch_0000303.png,64.41,0.665,0.112
patch_0007308.png,23.44,0.798,0.141
patch_0002456.png,98.65,0.259,0.116
patch_0003216.png,100.0,0.341,0.172
patch_0006548.png,32.58,0.744,0.103
patch_0006599.png,16.2,0.712,0.121
patch_0003912.png,100.0,0.236,0.103
patch_0002487.png,77.41,0.467,0.311
patch_0001592.png,99.69,0.593,0.097
patch_0001235.png,40.82,0.743,0.092
patch_0000807.png,17.58,0.794,0.238
patch_0002741.png,98.06,0.189,0.168
patch_0000014.png,69.94,0.289,0.17
patch_0001654.png,70.18,0.633,0.112
patch_0004394.png,99.91,0.377,0.133
patch_0008454.png,21.04,0.615,0.143
patch_0004841.png,100.0,0.151,0.076
patch_0006366.png,11.2,0.776,0.081
patch_0002278.png,97.09,0.415,0.11
patch_0007526.png,24.33,0.79,0.11
patch_0005612.png,24.54,0.814,0.131
patch_0008035.png,80.24,0.344,0.289
patch_0002619.png,74.85,0.639,0.126
patch_0006707.png,31.74,0.778,0.158
patch_0006071.png,100.0,0.458,0.113
patch_0003088.png,25.1,0.802,0.154
patch_0007631.png,17.01,0.786,0.138
patch_0008743.png,30.33,0.76,0.161
patch_0005164.png,100.0,0.294,0.113
patch_0007985.png,29.22,0.762,0.089
