Patch_name,Percentage_of_tissue,Mean,Std
patch_0003070.png,42.12,0.887,0.097
patch_0006089.png,74.46,0.864,0.126
patch_0011277.png,74.38,0.895,0.051
patch_0014529.png,88.0,0.885,0.076
patch_0010390.png,59.53,0.889,0.093
patch_0010845.png,47.89,0.897,0.071
patch_0010437.png,73.93,0.894,0.052
patch_0013285.png,97.28,0.88,0.076
patch_0001725.png,56.42,0.898,0.068
patch_0013522.png,94.72,0.883,0.074
patch_0013950.png,85.83,0.889,0.058
patch_0001082.png,32.39,0.892,0.095
patch_0000165.png,44.54,0.893,0.081
patch_0012362.png,86.52,0.89,0.057
patch_0002251.png,21.25,0.899,0.081
patch_0010056.png,26.31,0.898,0.079
patch_0015708.png,43.84,0.902,0.063
patch_0002984.png,30.06,0.898,0.08
patch_0003411.png,66.31,0.886,0.088
patch_0003863.png,62.68,0.888,0.087
patch_0014148.png,74.52,0.891,0.076
patch_0011616.png,66.82,0.891,0.075
patch_0000976.png,42.26,0.887,0.102
patch_0000504.png,30.2,0.901,0.073
patch_0012703.png,52.12,0.898,0.073
patch_0001344.png,100.0,0.199,0.233
patch_0004868.png,67.48,0.857,0.142
patch_0013143.png,73.2,0.895,0.051
patch_0001891.png,52.67,0.826,0.185
patch_0001395.png,80.7,0.833,0.147
patch_0001840.png,32.12,0.869,0.134
patch_0001432.png,48.39,0.899,0.052
patch_0013192.png,93.0,0.879,0.068
patch_0012075.png,64.75,0.897,0.05
patch_0009939.png,46.86,0.9,0.085
patch_0000272.png,27.25,0.894,0.111
patch_0011160.png,56.25,0.893,0.071
patch_0014199.png,94.61,0.882,0.073
patch_0006439.png,61.81,0.885,0.094
patch_0003367.png,27.41,0.902,0.085
patch_0010720.png,55.65,0.89,0.074
patch_0002527.png,50.36,0.896,0.067
patch_0010087.png,80.88,0.88,0.086
patch_0012414.png,48.54,0.897,0.069
patch_0012866.png,48.12,0.896,0.074
patch_0000613.png,55.76,0.89,0.083
patch_0001053.png,35.49,0.898,0.085
patch_0013981.png,96.5,0.884,0.059
patch_0010341.png,82.21,0.875,0.106
patch_0007618.png,68.96,0.886,0.096
patch_0002146.png,58.59,0.894,0.067
patch_0011973.png,68.86,0.893,0.07
patch_0011501.png,76.82,0.886,0.079
patch_0003706.png,66.88,0.883,0.088
patch_0006058.png,59.3,0.901,0.055
patch_0014766.png,95.81,0.787,0.23
patch_0003598.png,66.33,0.894,0.058
patch_0006561.png,47.28,0.884,0.103
patch_0006913.png,43.01,0.899,0.06
patch_0007486.png,34.77,0.901,0.058
patch_0015126.png,71.4,0.894,0.058
patch_0010678.png,54.42,0.894,0.071
patch_0007321.png,25.1,0.887,0.123
patch_0015681.png,67.81,0.9,0.051
patch_0004593.png,65.24,0.893,0.065
patch_0016033.png,68.09,0.88,0.108
patch_0008986.png,52.05,0.897,0.06
patch_0004234.png,70.73,0.872,0.102
patch_0001918.png,18.25,0.9,0.081
patch_0005806.png,87.4,0.885,0.078
patch_0005474.png,77.6,0.892,0.053
patch_0010219.png,91.34,0.885,0.061
patch_0015935.png,64.17,0.898,0.05
patch_0007740.png,48.9,0.888,0.097
patch_0014307.png,93.85,0.873,0.094
patch_0011459.png,80.18,0.867,0.128
patch_0006100.png,34.26,0.899,0.071
patch_0005015.png,76.59,0.889,0.068
patch_0008195.png,62.71,0.896,0.056
patch_0016452.png,27.55,0.887,0.115
patch_0004655.png,69.25,0.89,0.076
patch_0008632.png,56.25,0.879,0.116
patch_0016483.png,46.91,0.896,0.08
patch_0008144.png,54.25,0.858,0.143
patch_0004123.png,51.08,0.894,0.085
patch_0013808.png,43.34,0.9,0.061
patch_0004684.png,67.37,0.894,0.06
patch_0006676.png,80.06,0.872,0.104
patch_0003128.png,58.54,0.891,0.098
patch_0011488.png,57.45,0.893,0.067
patch_0014803.png,60.51,0.896,0.065
patch_0014471.png,65.98,0.888,0.096
patch_0015596.png,92.71,0.883,0.064
patch_0002768.png,68.03,0.897,0.051
patch_0007036.png,40.4,0.899,0.064
patch_0007791.png,68.43,0.893,0.063
patch_0005302.png,52.2,0.897,0.058
patch_0009365.png,84.05,0.889,0.058
patch_0008525.png,86.43,0.884,0.065
patch_0008957.png,74.31,0.888,0.066
patch_0004930.png,86.53,0.878,0.084
patch_0008282.png,64.32,0.894,0.061
patch_0007457.png,30.29,0.873,0.127
patch_0007825.png,60.96,0.898,0.051
patch_0002309.png,56.88,0.897,0.067
patch_0015650.png,61.58,0.896,0.063
patch_0006217.png,54.39,0.899,0.051
patch_0014010.png,75.46,0.894,0.057
patch_0016200.png,72.39,0.891,0.061
patch_0008060.png,54.7,0.899,0.052
patch_0004007.png,90.11,0.829,0.134
patch_0001759.png,34.36,0.902,0.064
patch_0009187.png,56.35,0.88,0.107
patch_0000119.png,10.51,0.9,0.104
patch_0009620.png,51.91,0.899,0.074
patch_0014555.png,33.69,0.828,0.237
patch_0006752.png,76.16,0.891,0.059
patch_0015315.png,82.74,0.883,0.082
patch_0010839.png,79.36,0.884,0.067
patch_0007112.png,46.9,0.896,0.068
patch_0009994.png,86.67,0.887,0.057
patch_0005226.png,39.7,0.901,0.068
patch_0009241.png,62.56,0.896,0.054
patch_0013698.png,79.53,0.868,0.124
patch_0008873.png,61.03,0.893,0.063
patch_0008401.png,78.21,0.883,0.079
patch_0001338.png,32.5,0.897,0.084
patch_0004466.png,52.19,0.897,0.069
patch_0004814.png,74.14,0.893,0.054
patch_0015774.png,94.63,0.877,0.071
patch_0007901.png,53.86,0.895,0.06
patch_0007573.png,65.27,0.893,0.065
patch_0006494.png,70.45,0.882,0.104
patch_0014134.png,81.72,0.876,0.104
patch_0006333.png,66.26,0.885,0.083
patch_0014693.png,94.85,0.881,0.078
patch_0006837.png,51.96,0.888,0.094
patch_0006445.png,77.74,0.886,0.085
patch_0014642.png,46.7,0.9,0.057
patch_0002929.png,71.76,0.89,0.074
patch_0007205.png,68.75,0.886,0.083
patch_0015002.png,79.77,0.862,0.14
patch_0004310.png,36.83,0.9,0.057
patch_0008377.png,68.39,0.897,0.052
patch_0013649.png,90.2,0.887,0.06
patch_0009537.png,30.47,0.889,0.098
patch_0005550.png,77.99,0.889,0.068
patch_0009290.png,44.91,0.893,0.078
patch_0012009.png,47.58,0.901,0.057
patch_0007664.png,75.52,0.891,0.059
patch_0015463.png,71.46,0.876,0.107
