Patch_name,Percentage_of_tissue,Mean,Std
patch_0054335.png,96.27,0.855,0.08
patch_0027397.png,98.01,0.814,0.117
patch_0039650.png,97.76,0.606,0.206
patch_0088723.png,100.0,0.606,0.203
patch_0109358.png,85.29,0.862,0.068
patch_0051819.png,100.0,0.763,0.148
patch_0066422.png,91.88,0.559,0.247
patch_0066850.png,99.22,0.85,0.082
patch_0015480.png,99.55,0.758,0.142
patch_0046695.png,97.88,0.75,0.155
patch_0035637.png,98.24,0.645,0.186
patch_0058352.png,99.81,0.429,0.231
patch_0030169.png,98.54,0.654,0.194
patch_0019895.png,67.56,0.869,0.062
patch_0074182.png,83.19,0.801,0.154
patch_0007120.png,98.51,0.472,0.248
patch_0010479.png,44.92,0.88,0.055
patch_0088084.png,99.38,0.767,0.164
patch_0096931.png,64.65,0.801,0.167
patch_0027430.png,99.88,0.479,0.242
patch_0054492.png,100.0,0.508,0.228
patch_0096543.png,99.4,0.737,0.171
patch_0027842.png,99.1,0.402,0.26
patch_0015327.png,62.58,0.861,0.073
patch_0066385.png,96.51,0.659,0.199
patch_0078642.png,100.0,0.627,0.207
patch_0058887.png,100.0,0.71,0.162
patch_0046132.png,99.92,0.681,0.181
patch_0019340.png,97.3,0.786,0.157
patch_0006760.png,98.98,0.722,0.196
patch_0031729.png,98.61,0.716,0.173
patch_0059960.png,100.0,0.348,0.25
patch_0059512.png,100.0,0.607,0.213
patch_0085104.png,99.82,0.562,0.241
patch_0034077.png,99.68,0.832,0.1
patch_0067262.png,100.0,0.455,0.242
patch_0108518.png,100.0,0.639,0.238
patch_0023289.png,87.28,0.654,0.225
patch_0038010.png,99.96,0.486,0.243
patch_0089163.png,99.88,0.685,0.191
patch_0113781.png,95.15,0.692,0.197
patch_0055907.png,88.42,0.865,0.063
patch_0018972.png,96.8,0.652,0.205
patch_0018500.png,100.0,0.642,0.229
patch_0075065.png,99.95,0.87,0.055
patch_0047772.png,98.16,0.522,0.243
patch_0079002.png,98.76,0.705,0.168
patch_0014567.png,100.0,0.706,0.169
patch_0014915.png,98.2,0.773,0.115
patch_0026270.png,99.61,0.538,0.224
patch_0011239.png,94.45,0.873,0.052
patch_0005675.png,98.9,0.735,0.17
patch_0107818.png,99.28,0.695,0.204
patch_0068310.png,99.84,0.579,0.263
patch_0102334.png,97.98,0.749,0.175
patch_0073189.png,97.48,0.804,0.13
patch_0037162.png,98.64,0.7,0.167
patch_0086011.png,98.97,0.815,0.122
patch_0064377.png,99.96,0.787,0.134
patch_0009612.png,52.93,0.858,0.096
patch_0061429.png,98.78,0.729,0.16
patch_0056812.png,99.27,0.704,0.18
patch_0056460.png,98.4,0.858,0.077
patch_0041139.png,100.0,0.432,0.235
patch_0044667.png,78.19,0.861,0.075
patch_0029302.png,98.72,0.848,0.082
patch_0098271.png,99.84,0.704,0.185
patch_0102493.png,97.24,0.872,0.055
patch_0020849.png,95.92,0.875,0.061
patch_0091548.png,100.0,0.78,0.142
patch_0017800.png,82.82,0.86,0.063
patch_0017472.png,99.61,0.773,0.139
patch_0094216.png,47.55,0.836,0.163
patch_0025365.png,99.93,0.645,0.201
patch_0048600.png,99.43,0.857,0.073
patch_0110133.png,100.0,0.689,0.2
patch_0024282.png,99.63,0.562,0.214
patch_0057220.png,100.0,0.372,0.28
patch_0008052.png,89.68,0.616,0.248
patch_0016595.png,35.08,0.879,0.066
patch_0065945.png,99.73,0.596,0.205
patch_0065537.png,97.2,0.818,0.112
patch_0087651.png,100.0,0.463,0.238
patch_0103574.png,100.0,0.636,0.228
