Patch_name,Percentage_of_tissue,Mean,Std
patch_0014946.png,92.06,0.783,0.168
patch_0014534.png,59.96,0.831,0.169
patch_0026223.png,90.72,0.69,0.204
patch_0006094.png,87.07,0.827,0.128
patch_0018553.png,98.74,0.846,0.111
patch_0018921.png,85.57,0.744,0.202
patch_0034783.png,55.41,0.847,0.156
patch_0014293.png,73.63,0.748,0.215
patch_0026584.png,91.2,0.827,0.136
patch_0038043.png,93.57,0.754,0.173
patch_0006733.png,96.52,0.725,0.199
patch_0034024.png,75.83,0.616,0.309
patch_0019313.png,42.77,0.802,0.248
patch_0027811.png,71.86,0.705,0.243
patch_0027463.png,41.8,0.785,0.251
patch_0010858.png,81.44,0.868,0.093
patch_0015374.png,85.59,0.781,0.184
patch_0035664.png,56.05,0.707,0.311
patch_0007173.png,64.29,0.887,0.067
patch_0043198.png,33.74,0.889,0.114
patch_0039603.png,97.27,0.809,0.144
patch_0028963.png,31.09,0.888,0.1
patch_0033788.png,95.36,0.822,0.122
patch_0024576.png,82.87,0.869,0.084
patch_0024904.png,56.99,0.879,0.081
patch_0021228.png,71.72,0.865,0.104
patch_0016261.png,58.32,0.788,0.201
patch_0001738.png,39.2,0.879,0.105
patch_0036771.png,31.91,0.868,0.137
patch_0004066.png,76.67,0.844,0.109
patch_0013298.png,70.53,0.642,0.294
patch_0008001.png,56.04,0.701,0.31
patch_0017421.png,92.36,0.57,0.25
patch_0017853.png,46.81,0.816,0.206
patch_0020468.png,24.4,0.86,0.2
patch_0025336.png,93.13,0.548,0.258
patch_0005181.png,28.54,0.883,0.13
patch_0029351.png,76.6,0.632,0.317
patch_0037696.png,39.0,0.843,0.168
patch_0009641.png,44.97,0.854,0.154
patch_0017386.png,91.21,0.66,0.224
patch_0025491.png,66.51,0.654,0.305
patch_0005626.png,42.88,0.897,0.061
patch_0037131.png,95.12,0.874,0.067
patch_0029884.png,66.02,0.705,0.297
patch_0000178.png,52.4,0.893,0.067
patch_0019772.png,96.03,0.82,0.135
patch_0002999.png,50.82,0.752,0.282
patch_0015715.png,77.44,0.657,0.278
patch_0027002.png,74.96,0.839,0.143
patch_0030929.png,96.26,0.823,0.127
patch_0007512.png,67.95,0.701,0.278
patch_0007960.png,88.04,0.881,0.066
patch_0035205.png,63.32,0.731,0.273
patch_0039262.png,23.21,0.899,0.093
patch_0026642.png,16.87,0.899,0.104
patch_0038385.png,48.51,0.83,0.145
patch_0014155.png,79.93,0.696,0.257
patch_0018132.png,72.94,0.772,0.221
patch_0006887.png,40.74,0.832,0.186
patch_0038850.png,66.25,0.77,0.189
patch_0038422.png,64.44,0.795,0.168
patch_0034445.png,97.48,0.851,0.097
patch_0034837.png,67.13,0.71,0.245
patch_0006352.png,29.83,0.87,0.132
patch_0018695.png,93.39,0.741,0.207
patch_0025757.png,44.6,0.893,0.062
patch_0020009.png,95.51,0.763,0.175
patch_0009587.png,55.71,0.735,0.287
patch_0017040.png,16.61,0.875,0.189
patch_0029730.png,19.72,0.899,0.075
patch_0041979.png,43.95,0.896,0.079
patch_0005992.png,58.89,0.72,0.299
patch_0009220.png,73.17,0.697,0.251
patch_0029097.png,74.89,0.672,0.268
patch_0000519.png,60.87,0.823,0.17
patch_0037922.png,39.83,0.76,0.277
patch_0037550.png,65.77,0.641,0.337
patch_0005247.png,85.99,0.793,0.172
patch_0028170.png,96.32,0.822,0.15
patch_0016600.png,64.06,0.652,0.32
patch_0021649.png,64.81,0.874,0.092
patch_0024117.png,94.8,0.751,0.194
patch_0004875.png,32.04,0.899,0.055
patch_0004407.png,31.12,0.827,0.224
patch_0036310.png,61.99,0.665,0.311
patch_0001359.png,83.91,0.781,0.192
patch_0008460.png,48.65,0.83,0.192
patch_0008812.png,51.73,0.803,0.207
patch_0008316.png,64.36,0.734,0.26
patch_0021698.png,48.67,0.775,0.257
patch_0033338.png,79.53,0.77,0.239
patch_0004371.png,48.45,0.776,0.259
patch_0036814.png,57.22,0.795,0.197
patch_0036466.png,35.05,0.885,0.101
patch_0016176.png,65.73,0.838,0.16
patch_0013628.png,88.37,0.774,0.182
patch_0024661.png,37.27,0.823,0.22
patch_0001388.png,59.75,0.835,0.159
patch_0028606.png,49.88,0.871,0.114
patch_0037226.png,79.45,0.792,0.161
patch_0005943.png,32.56,0.827,0.224
patch_0005531.png,46.16,0.781,0.269
patch_0032578.png,81.34,0.833,0.132
patch_0025786.png,31.48,0.81,0.25
patch_0017091.png,97.47,0.8,0.161
patch_0009556.png,58.25,0.754,0.258
patch_0009924.png,50.16,0.813,0.195
patch_0037581.png,96.93,0.813,0.139
patch_0029046.png,29.68,0.866,0.162
patch_0005296.png,43.73,0.808,0.24
patch_0025021.png,96.69,0.842,0.115
patch_0012068.png,27.08,0.888,0.112
patch_0017736.png,92.09,0.761,0.176
patch_0034333.png,54.18,0.791,0.21
patch_0006424.png,22.7,0.876,0.161
patch_0038354.png,58.98,0.882,0.104
patch_0026693.png,46.9,0.888,0.069
patch_0014184.png,55.03,0.798,0.201
patch_0034494.png,42.64,0.873,0.114
patch_0042368.png,31.3,0.891,0.085
patch_0018644.png,94.97,0.824,0.132
patch_0006383.png,39.25,0.862,0.135
patch_0026134.png,33.35,0.888,0.094
patch_0038881.png,82.89,0.836,0.126
patch_0014623.png,96.63,0.808,0.14
patch_0039966.png,70.88,0.7,0.244
patch_0039514.png,48.5,0.831,0.157
patch_0007264.png,35.68,0.806,0.247
patch_0035573.png,52.51,0.798,0.21
patch_0035901.png,81.56,0.869,0.094
patch_0002948.png,28.32,0.844,0.207
patch_0015063.png,63.15,0.725,0.283
patch_0027774.png,73.01,0.615,0.321
patch_0019004.png,32.1,0.861,0.159
patch_0032119.png,67.47,0.737,0.246
patch_0005150.png,40.92,0.814,0.228
patch_0037647.png,88.04,0.379,0.348
patch_0029380.png,55.16,0.878,0.095
patch_0009137.png,43.3,0.795,0.244
patch_0017882.png,33.01,0.87,0.155
patch_0029855.png,81.81,0.867,0.08
patch_0029427.png,27.25,0.89,0.094
patch_0017357.png,92.93,0.88,0.066
patch_0009690.png,76.17,0.657,0.256
