Patch_name,Percentage_of_tissue,Mean,Std
patch_0016517.png,13.6,0.858,0.148
patch_0016965.png,19.56,0.874,0.094
patch_0009137.png,32.93,0.852,0.115
patch_0017357.png,17.49,0.853,0.133
patch_0009690.png,18.56,0.786,0.217
patch_0012409.png,36.86,0.759,0.194
patch_0018582.png,14.75,0.874,0.113
patch_0006045.png,37.7,0.776,0.212
patch_0010889.png,20.9,0.801,0.164
patch_0015870.png,14.71,0.828,0.146
patch_0019465.png,28.71,0.818,0.185
patch_0019817.png,10.27,0.9,0.07
patch_0005531.png,10.14,0.853,0.164
patch_0005296.png,16.28,0.831,0.202
patch_0012068.png,10.95,0.877,0.114
patch_0016176.png,12.16,0.842,0.104
patch_0013628.png,10.15,0.853,0.139
patch_0006856.png,71.63,0.511,0.292
patch_0014184.png,59.28,0.599,0.31
patch_0018644.png,13.13,0.879,0.122
patch_0006383.png,45.95,0.617,0.354
patch_0014623.png,36.83,0.76,0.212
patch_0018132.png,17.59,0.88,0.126
patch_0019772.png,13.34,0.883,0.115
patch_0016600.png,13.95,0.855,0.136
patch_0008460.png,18.39,0.79,0.194
patch_0008812.png,24.14,0.821,0.065
patch_0020009.png,11.3,0.895,0.102
patch_0017040.png,15.41,0.855,0.158
patch_0019313.png,14.82,0.891,0.075
patch_0007173.png,37.04,0.728,0.254
patch_0014534.png,22.92,0.847,0.109
patch_0006094.png,33.28,0.744,0.228
patch_0018553.png,10.29,0.87,0.108
patch_0018921.png,14.62,0.887,0.085
patch_0005181.png,22.24,0.796,0.195
patch_0001738.png,13.06,0.858,0.186
patch_0016758.png,43.01,0.804,0.148
patch_0001201.png,10.02,0.896,0.098
patch_0017118.png,15.57,0.855,0.131
patch_0000833.png,11.91,0.863,0.155
patch_0011753.png,47.76,0.75,0.187
patch_0010113.png,17.97,0.852,0.141
patch_0012227.png,27.51,0.761,0.227
patch_0012580.png,10.88,0.865,0.143
patch_0009719.png,61.1,0.699,0.219
patch_0016339.png,36.7,0.777,0.218
patch_0013467.png,15.57,0.841,0.124
patch_0001660.png,45.02,0.723,0.247
patch_0002775.png,12.88,0.859,0.173
patch_0011332.png,65.25,0.614,0.291
patch_0003692.png,20.06,0.858,0.138
patch_0011836.png,24.36,0.866,0.103
patch_0002003.png,23.05,0.865,0.118
patch_0001116.png,16.67,0.865,0.15
patch_0005008.png,12.09,0.865,0.119
patch_0012923.png,23.43,0.82,0.187
patch_0002810.png,13.32,0.842,0.212
patch_0011782.png,24.28,0.807,0.174
patch_0012130.png,13.6,0.856,0.142
patch_0016789.png,11.51,0.86,0.131
patch_0001577.png,11.71,0.865,0.162
patch_0011560.png,12.49,0.864,0.109
patch_0006039.png,10.74,0.896,0.104
patch_0014599.png,32.07,0.857,0.107
patch_0010320.png,37.6,0.68,0.327
patch_0002680.png,14.03,0.842,0.182
patch_0019419.png,15.11,0.891,0.095
patch_0002127.png,13.79,0.876,0.12
patch_0000672.png,10.63,0.883,0.119
patch_0010741.png,17.4,0.835,0.183
patch_0019078.png,20.04,0.816,0.197
patch_0002546.png,20.4,0.882,0.095
patch_0011101.png,37.82,0.735,0.267
patch_0000213.png,11.29,0.881,0.127
patch_0013654.png,16.02,0.843,0.078
patch_0004809.png,15.0,0.877,0.142
patch_0013685.png,33.58,0.746,0.232
patch_0013122.png,11.85,0.848,0.086
patch_0012762.png,28.1,0.803,0.207
patch_0020075.png,27.21,0.853,0.076
patch_0009989.png,10.68,0.865,0.127
patch_0003802.png,21.17,0.807,0.178
patch_0014129.png,13.67,0.841,0.068
patch_0013931.png,11.57,0.866,0.135
patch_0013543.png,28.75,0.818,0.148
patch_0010456.png,12.63,0.812,0.164
patch_0015308.png,32.71,0.782,0.241
patch_0007436.png,13.91,0.849,0.147
patch_0019656.png,10.5,0.899,0.101
patch_0007391.png,14.99,0.853,0.093
patch_0016083.png,14.03,0.891,0.097
patch_0005363.png,20.98,0.838,0.131
patch_0017164.png,19.05,0.82,0.161
patch_0019590.png,15.37,0.876,0.111
patch_0015985.png,11.25,0.887,0.105
patch_0019237.png,17.69,0.883,0.11
patch_0006617.png,18.45,0.845,0.149
patch_0014862.png,12.09,0.836,0.115
patch_0018805.png,12.61,0.893,0.105
patch_0005702.png,12.49,0.872,0.143
patch_0017977.png,22.83,0.803,0.188
patch_0016890.png,11.51,0.882,0.091
patch_0016345.png,11.95,0.854,0.126
patch_0013869.png,43.87,0.778,0.162
patch_0016433.png,15.79,0.877,0.092
patch_0017273.png,24.64,0.814,0.176
patch_0014366.png,63.89,0.707,0.214
patch_0015526.png,12.59,0.888,0.097
patch_0015954.png,11.1,0.854,0.101
patch_0019933.png,37.1,0.819,0.153
patch_0015281.png,51.56,0.635,0.298
patch_0007721.png,29.87,0.738,0.299
patch_0017612.png,12.53,0.883,0.109
patch_0005415.png,12.84,0.902,0.071
patch_0008595.png,26.4,0.796,0.202
patch_0001979.png,38.84,0.748,0.23
patch_0007895.png,11.59,0.883,0.138
patch_0019687.png,10.94,0.886,0.099
patch_0006972.png,43.13,0.689,0.305
patch_0006500.png,94.71,0.31,0.252
patch_0015479.png,19.2,0.837,0.131
patch_0010327.png,100.0,0.16,0.125
patch_0011915.png,13.83,0.862,0.168
patch_0011567.png,17.82,0.829,0.098
patch_0012472.png,11.75,0.861,0.145
patch_0001792.png,12.48,0.85,0.186
patch_0014658.png,14.4,0.854,0.076
patch_0002541.png,21.75,0.787,0.274
patch_0005938.png,16.24,0.84,0.185
patch_0000214.png,10.3,0.879,0.156
patch_0012765.png,50.81,0.613,0.331
patch_0008869.png,17.97,0.834,0.213
patch_0019709.png,35.07,0.852,0.114
patch_0007569.png,28.52,0.845,0.144
patch_0010797.png,21.23,0.806,0.213
patch_0011670.png,41.36,0.778,0.167
patch_0003805.png,19.11,0.834,0.181
patch_0013544.png,27.28,0.815,0.146
patch_0001743.png,11.02,0.861,0.177
patch_0018528.png,12.35,0.889,0.095
patch_0003016.png,12.21,0.854,0.15
patch_0006748.png,24.81,0.742,0.255
patch_0010451.png,19.21,0.889,0.086
patch_0007108.png,11.26,0.869,0.102
